source_page,sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
488,19778,MG/EKH/78O08/2017/2,Meghalaya,East Khasi Hills,NA,Along Mawsynrambalat road,25.216169,91.389142,Rock,Slide,2009
488,19779,MG/EKH/78O12/2017/46,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.216464,91.735629,Debris,Slide,NA
488,19780,MG/EKH/78O12/2017/48,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.216805,91.709405,Rock,Slide,NA
488,19781,MG/EKH/78O12/2017/20,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.217558,91.709355,Rock,Slide,NA
488,19782,MG/EKH/78O12/2017/55,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.217886,91.73381,Rock,Slide,NA
488,19783,MG/EKH/78O12/2017/18,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.218732,91.740262,Debris,Slide,2017
488,19784,MG/EKH/78O12/2017/61,Meghalaya,East Khasi Hills,NA,Along LawbahHat Mawdon,25.218821,91.581584,Rock,Slide,NA
488,19785,MG/EKH/78O12/2017/31,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.218961,91.707094,Rock,Slide,NA
488,19786,MG/EKH/78O12/2017/16,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.219787,91.710947,Rock,Slide,NA
488,19787,MG/EKH/78O12/2017/11,Meghalaya,East Khasi Hills,NA,<Null>,25.220023,91.631989,Rock,Slide,NA
488,19788,MG/EKH/78O12/2017/9,Meghalaya,East Khasi Hills,NA,Along SohraMawlong road,25.22026,91.720198,Debris,Slide,NA
488,19789,MG/SWK/78O04/2017/6,Meghalaya,South West Khasi Hills,NA,AlongNonghyllam Ranikor road,25.220764,91.187,Rock,Slide,NA
488,19790,MG/EKH/78O12/2017/13,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.221164,91.719886,Debris,Slide,NA
488,19791,MG/EKH/78O08/2017/7,Meghalaya,East Khasi Hills,NA,Along MawsynramBalat road,25.221406,91.387092,Rock,Slide,NA
489,19792,MG/SWK/78O04/2017/5,Meghalaya,South West Khasi Hills,NA,AlongNonghyllam Ranikor road,25.221572,91.185833,Debris,Slide,NA
489,19793,MG/EKH/78O12/2017/67,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.22175,91.693006,Rock,Slide,NA
489,19794,MG/EKH/78O12/2017/45,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.222221,91.742134,Debris,Slide,2017
489,19795,MG/EKH/78O16/2017/1,Meghalaya,East Khasi Hills,NA,Along approach road to Laitiam village,25.222304,91.763619,Debris,Slide,NA
489,19796,MG/EKH/78O12/2017/35,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.222501,91.714409,Rock,Slide,NA
489,19797,MG/EKH/78O16/2017/8,Meghalaya,East Khasi Hills,NA,Along approach road to Laitiam,25.222528,91.765256,Debris,Slide,NA
489,19798,MG/EKH/78O12/2017/38,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.222564,91.691398,Rock,Slide,NA
489,19799,MG/EKH/78O16/2017/11,Meghalaya,East Khasi Hills,NA,Along approach road to Laitiam village,25.223307,91.762345,Debris,Slide,NA
489,19800,MG/EKH/78O12/2017/70,Meghalaya,East Khasi Hills,NA,Laitkynsew view point road,25.223553,91.671157,Rock,Slide,NA
489,19801,MG/EKH/78O16/2017/10,Meghalaya,East Khasi Hills,NA,Along approach road to Laitiam vilalge,25.223708,91.76661,Debris,Slide,NA
489,19802,MG/EKH/78O12/2017/2,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.223769,91.740164,Debris,Slide,2017
489,19803,MG/EKH/78O12/2017/37,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.224417,91.689893,Debris,Slide,NA
489,19804,MG/EKH/78O12/2017/40,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.224506,91.704403,Rock,Slide,NA
489,19805,MG/EKH/78O12/2017/14,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.224654,91.735929,Debris,Slide,NA
489,19806,MG/EKH/78O12/2017/17,Meghalaya,East Khasi Hills,NA,<Null>,25.224808,91.696177,Debris,Slide,NA
489,19807,MG/EKH/78O16/2017/3,Meghalaya,East Khasi Hills,NA,Approach road to SohlaitNongshken,25.225772,91.863037,Debris,Slide,NA
489,19808,MG/EKH/78O12/2017/27,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.226046,91.701458,Rock,Slide,NA
489,19809,MG/EKH/78O16/2017/4,Meghalaya,East Khasi Hills,NA,Along the approach road to Laitiam village,25.226751,91.754441,Debris,Slide,2017
489,19810,MEG/WJH/83C4/2016/04,Meghalaya,West Jaintia Hills,2km NE of Nongtalang Amsohmeheleng,NH40E,25.226806,92.090611,Debris,Slide,2015
489,19811,MG/EKH/78O12/2017/49,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.227063,91.691293,Rock,Slide,NA
489,19812,MG/EKH/78O12/2017/79,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.227183,91.690972,Rock,Slide,NA
489,19813,MG/EKH/78O12/2017/15,Meghalaya,East Khasi Hills,NA,Along approach road to Laitiam village,25.227249,91.748917,Debris,Slide,2017
489,19814,MG/EKH/78O12/2017/52,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.22784,91.688252,Rock,Slide,NA
489,19815,MG/EKH/78O12/2017/21,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.228005,91.687913,Rock,Slide,NA
489,19816,MG/EKH/78O12/2017/51,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.228272,91.687776,Rock,Slide,NA
489,19817,MG/EKH/78O12/2017/57,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.228344,91.693332,Debris,Slide,NA
489,19818,MEG/WJH/83C4/2016/13,Meghalaya,West Jaintia Hills,4.1 km E of Pdengshakap,Laremshiap road,25.228472,92.187806,Debris,Slide,2016
489,19819,MG/EKH/78O16/2017/13,Meghalaya,East Khasi Hills,NA,NH40 (PynurslaDawki road),25.228755,91.963018,Rock,Slide,NA
489,19820,MG/EKH/78O12/2017/56,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.229161,91.693249,Debris,Slide,NA
489,19821,MEG/WJH/83C4/2016/22,Meghalaya,West Jaintia Hills,0.85 km SW of Power station,Myntdu Leshka power station road,25.229167,92.2235,Debris,Slide,2016
489,19822,MG/EKH/78O12/2017/25,Meghalaya,East Khasi Hills,NA,<Null>,25.229706,91.745297,Rock,Slide,NA
489,19823,MG/EKH/78O12/2017/74,Meghalaya,East Khasi Hills,NA,Along Sohra Mawlong road,25.229822,91.693551,Debris,Slide,NA
489,19824,MEG/WJH/83C4/2016/21,Meghalaya,West Jaintia Hills,0.79 km SW of Power station,Myntdu Leshka power station road,25.229972,92.223278,Debris,Slide,2016
489,19825,MEG/WJH/83C4/2016/20,Meghalaya,West Jaintia Hills,0.94 km SW of Power station,Myntdu Leshka power station road,25.230047,92.221119,Rock,Slide,2016
489,19826,MG/EKH/78O12/2017/59,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.230063,91.688941,Rock,Slide,NA
489,19827,MEG/WJH/83C4/2016/19,Meghalaya,West Jaintia Hills,0.84 km SW of Power station,Myntdu Leshka power station road,25.231383,92.2215,Debris,Slide,2016
489,19828,MEG/WJH/83C4/2016/12,Meghalaya,West Jaintia Hills,3.14 km E of Pdengshakap,Laremshiap road,25.232417,92.178881,Debris,Slide,2016
489,19829,MEG/WJH/83C4/2016/23,Meghalaya,West Jaintia Hills,1.87 km W of Power station,Myntdu Leshka power station road,25.233583,92.209583,Debris,Slide,2015
490,19830,MG/EKH/78O16/2017/7,Meghalaya,East Khasi Hills,NA,Approach road to SohlaitNongshken,25.234097,91.866071,Debris,Slide,NA
490,19831,MG/EKH/78O12/2017/78,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.23416,91.690216,Rock,Slide,NA
490,19832,MEG/WJH/83C4/2016/03,Meghalaya,West Jaintia Hills,2.98 km NE of Nongtalang Amsohmeheleng,NH40E,25.234922,92.095531,Debris,Slide,2015
490,19833,MG/EKH/78O12/2017/58,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.234952,91.689803,Debris,Slide,NA
490,19834,MG/EKH/78O12/2017/75,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.234966,91.690051,Debris,Slide,NA
490,19835,MG/EKH/78O12/2017/24,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.23572,91.68776,Debris,Slide,NA
490,19836,MEG/WJH/83C4/2016/02,Meghalaya,West Jaintia Hills,3.16 km NE of Nongtalang Amsohmeheleng,NH40E,25.236428,92.096172,Debris,Slide,2015
490,19837,MG/EKH/78O12/2017/68,Meghalaya,East Khasi Hills,NA,Along Mawlong Tyrna road,25.236582,91.688857,Debris,Slide,NA
490,19838,MEGH/EKH/78O08/2008/D-25,Meghalaya,East Khasi Hills,Throngpleng slide,Trongpleng – Wawsynram – Balat Road,25.23707,91.43212,Debris,Slide,"16th &17th August ,2008"
490,19839,MG/EKH/78O12/2017/69,Meghalaya,East Khasi Hills,NA,<Null>,25.237221,91.679456,Rock,Slide,NA
490,19840,MEG/WJH/83C4/2016/01,Meghalaya,West Jaintia Hills,3.29 km NE of Nongtalang Amsohmeheleng,NH40E,25.237361,92.096992,Debris,Slide,2015
490,19841,MG/SWK/78O04/2017/2,Meghalaya,South West Khasi Hills,NA,<Null>,25.239068,91.174728,Debris,Slide,NA
490,19842,MEGH/SGH/78K12/2007/D-21,Meghalaya,South Garo hills,Baghmara slide,NA,25.23908,90.63944,Debris,Slide,2nd week of August 2007
490,19843,MG/EKH/78O12/2017/7,Meghalaya,East Khasi Hills,NA,<Null>,25.240315,91.733388,Rock,Fall,NA
490,19844,MG/EKH/78O12/2017/60,Meghalaya,East Khasi Hills,NA,Approach road to Tyrna village,25.240338,91.677786,Debris,Slide,NA
490,19845,MG/EKH/78O16/2017/15,Meghalaya,East Khasi Hills,NA,Approach road to SohlaitNongshken,25.24327,91.866626,Debris,Slide,NA
490,19846,MG/EKH/78O12/2017/1,Meghalaya,East Khasi Hills,NA,<Null>,25.243358,91.747094,Rock,Slide,2017
490,19847,MG/EKH/78O16/2017/14,Meghalaya,East Khasi Hills,NA,Approach road to SohlaitNongshken,25.243671,91.866854,Debris,Slide,NA
490,19848,MG/EKH/78O12/2017/3,Meghalaya,East Khasi Hills,NA,<Null>,25.243783,91.738698,Rock,Slide,NA
490,19849,MEG/WJH/83C4/2016/11,Meghalaya,West Jaintia Hills,4.10 km NE of Nongtalang Amsohmeheleng,NH40E,25.247014,92.096144,Debris,Slide,NA
490,19850,MG/EKH/78O12/2017/6,Meghalaya,East Khasi Hills,NA,300 m SSW of Nongriat village,25.247226,91.671435,Rock,Slide,NA
490,19851,MG/EKH/78O08/2017/3,Meghalaya,East Khasi Hills,NA,Along MawsynramBalat road,25.24736,91.451647,Debris,Slide,NA
490,19852,MG/EKH/78O08/2017/5,Meghalaya,East Khasi Hills,NA,Along MawsynramBalat road,25.247518,91.450545,Debris,Slide,NA
490,19853,MG/WKH/78O07/2017/4,Meghalaya,South West Khasi Hills,Mawpud road slide,Mawpud road,25.251211,91.454514,Debris,Slide,NA
490,19854,MEGH/WGH/78K03/2007/D-20,Meghalaya,West Garo Hills,Khoronggiri slide,Road (NH - 62),25.25419,90.21486,Debris,Slide,2nd week of August 2007
490,19855,ME/EKJ/78O15/2015/115,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.256259,91.868197,Debris,Slide,NA
490,19856,ME/EKJ/78O15/2015/116,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.257286,91.871763,Debris,Slide,NA
490,19857,ME/EKJ/78O15/2015/117,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.257449,91.87187,Debris,Slide,NA
490,19858,MEG/WJH/83C4/2016/123,Meghalaya,East Jaintia Hills,3 km S of Umtyra,NH44,25.258603,92.38555,Debris,Slide,2016
490,19859,ME/EKJ/78O15/2015/118,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.259326,91.872712,Debris,Slide,NA
490,19860,ME/EKJ/78O15/2015/119,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.2608,91.8736,Rock,Slide,NA
490,19861,MEG/WJH/83C4/2016/124,Meghalaya,East Jaintia Hills,2.7km S of Umtyra,NH44,25.261117,92.385231,Debris,Slide,2016
490,19862,MEG/WJH/83C4/2016/125,Meghalaya,East Jaintia Hills,2.58 km S of Umtyra,NH44,25.2625,92.384639,Debris,Slide,2016
490,19863,ME/WJH/883C03/2015/197,Meghalaya,West Jaintia Hills,NA,NA,25.262931,92.203628,Rock,Slide,NA
490,19864,ME/WJH/83C03/2015/185,Meghalaya,West Jaintia Hills,NA,NA,25.263806,92.203,Rock,Slide,NA
490,19865,MEG/WJH/83C4/2016/126,Meghalaya,East Jaintia Hills,2.3 km S of Umtyra,NH44,25.264575,92.381497,Debris,Slide,2016
490,19866,MG/EKH/78O11/2017/17,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.265048,91.591553,Rock,Slide,NA
490,19867,ME/WJH/83C03/2015/178,Meghalaya,West Jaintia Hills,NA,Leshka,25.265158,92.202239,Rock,Slide,NA
491,19868,ME/WJH/83C03/2015/180,Meghalaya,West Jaintia Hills,NA,.80 km E of Leshka Dam,25.266067,92.204897,Debris,Slide,NA
491,19869,ME/WJH/83C03/2015/179,Meghalaya,West Jaintia Hills,NA,NA,25.266222,92.202528,Debris,Slide,NA
491,19870,MG/WKH/78O07/2017/1,Meghalaya,South West Khasi Hills,Mawpud village slide,Mawpud village,25.266939,91.383208,Debris,Slide,NA
491,19871,MG/EKH/78O11/2017/11,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.26851,91.580418,Rock,Slide,NA
491,19872,ME/EKJ/78O15/2015/120,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.269949,91.875273,Debris,Slide,NA
491,19873,ME/EKJ/78O15/2015/121,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.27142,91.874884,Debris,Slide,NA
491,19874,ME/EKJ/78O15/2015/122,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.27197,91.874872,Debris,Slide,NA
491,19875,MG/EKH/78O11/2017/8,Meghalaya,East Khasi Hills,NA,<Null>,25.273217,91.609962,Rock,Slide,NA
491,19876,MG/EKH/78O11/2017/16,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.27342,91.578074,Rock,Slide,NA
491,19877,MG/EKH/78O11/2017/10,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.273477,91.577794,Rock,Slide,NA
491,19878,MEG/WJH/83C4/2016/127,Meghalaya,East Jaintia Hills,1.57 km SW ofUmtyra,NH44,25.274,92.373944,Debris,Slide,2016
491,19879,ME/EKJ/78O15/2015/113,Meghalaya,East Khasi Hills,NA,Mawbeh approach road,25.277215,91.865449,Debris,Slide,NA
491,19880,MG/EKH/78O11/2017/3,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.277934,91.575,Rock,Slide,NA
491,19881,MG/WKH/78O07/2017/2,Meghalaya,South West Khasi Hills,Nongnah slide,NongnahRanikor road,25.278028,91.348931,Rock,Slide,NA
491,19882,MEG/WJH/83C4/2016/128,Meghalaya,East Jaintia Hills,0.65 km S of Umtyra,NH44,25.280528,92.380042,Debris,Slide,2014
491,19883,MEG/WJH/83C4/2016/139,Meghalaya,East Jaintia Hills,2.63 km E of Umsatai,NA,25.281122,92.345397,Debris,Slide,2016
491,19884,MEG/WJH/83C4/2016/138,Meghalaya,East Jaintia Hills,2.24 km E of Umsatai,NA,25.282267,92.341433,Debris,Slide,2016
491,19885,MEG/EKH/78O11/2024/03,Meghalaya,East Khasi Hills,NA,NA,25.28236861,91.73874417,Debris,Slide and flow,30 May 2024 at 02:00 AM.
491,19886,MG/EKH/78O11/2017/14,Meghalaya,East Khasi Hills,NA,<Null>,25.282485,91.57685,Rock,Slide,NA
491,19887,ME/EKJ/78O15/2015/114,Meghalaya,East Khasi Hills,NA,Nongjiri approach road,25.282608,91.867354,Debris,Slide,NA
491,19888,MG/EKH/78O11/2017/13,Meghalaya,East Khasi Hills,NA,<Null>,25.282943,91.580161,Rock,Slide,NA
491,19889,MG/WKH/78O03/2017/14,Meghalaya,West Khasi Hills,1.1 km N of Nongphanwior,Phlangdiloin langpa road,25.288467,91.224269,Debris,Slide,NA
491,19890,MG/EKH/78O11/2017/5,Meghalaya,South West Khasi Hills,NA,<Null>,25.289055,91.533039,Rock,Slide,NA
491,19891,ME/EKJ/78O15/2015/108,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.294601,91.930853,Debris,Slide,NA
491,19892,MEGH/EKH/78O15/2009/D-41,Meghalaya,East Khasi Hills,Siatbakan slide,NA,25.294778,91.930833,Rock,Slide,NA
491,19893,MG/EKH/78O11/2017/2,Meghalaya,East Khasi Hills,NA,village approach road,25.295624,91.56964,Rock,Slide,NA
491,19894,MG/WKH/78O03/2017/12,Meghalaya,West Khasi Hills,2 km N of Kulang,Kulang Sdaddkhar road,25.295881,91.071747,Debris,Slide,NA
491,19895,MEG/EKH/78O15/2022/01,Meghalaya,East Khasi Hills,NA,NA,25.296,91.932,Rock,Slide,04 April 2022
491,19896,MEG/WJH/83C4/2016/129,Meghalaya,East Jaintia Hills,1.38 km NNE of Umtyra,NH44,25.297628,92.387525,Debris,Slide,2016
491,19897,MEGH/EKH/78O15/2008/D-44,Meghalaya,East Khasi Hills,Pynursla-4 slide,NA,25.298806,91.923167,Rock,Slide,NA
491,19898,MG/EKH/78O11/2017/1,Meghalaya,East Khasi Hills,Arwa Slide,Along the way (near) to Arwa cave,25.298951,91.726475,Rock,Slide,NA
491,19899,MG/WKH/78O07/2017/3,Meghalaya,South West Khasi Hills,Turnia Shining Secondary School slide,Ngunrao village.,25.299369,91.325575,Debris,Slide,NA
491,19900,MG/EKH/78O11/2017/9,Meghalaya,East Khasi Hills,NA,Along the way to Arwa cave,25.299931,91.726268,Rock,Slide,NA
491,19901,ME/EKJ/78O15/2015/123,Meghalaya,East Khasi Hills,NA,Pynter approach raod,25.300281,91.944944,Rock,Slide,NA
491,19902,MEGH/EKH/78O11/2009/D-37,Meghalaya,East Khasi Hills,Umstew landslide,Road (Shillong-Sohra),25.300389,91.726722,Debris,Slide,29 June 2009
491,19903,MEGH/EKH/78O15/2008/D-42,Meghalaya,East Khasi Hills,Pynursla slide,NA,25.301167,91.929306,Rock,Slide,NA
491,19904,ME/EKJ/78O15/2015/112,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.301383,91.922017,Debris,Slide,NA
491,19905,MEGH/EKH/78O15/2008/D-43,Meghalaya,East Khasi Hills,Pynursla-2 slide,NA,25.301444,91.9245,Rock,Slide,NA
491,19906,ME/EKJ/78O15/2015/111,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.301559,91.922585,Debris,Slide,NA
491,19907,ME/EKJ/78O15/2015/110,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.301676,91.923138,Debris,Slide,NA
491,19908,ME/EKJ/78O15/2015/109,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.302544,91.925218,Debris,Slide,NA
491,19909,MG/WKH/78O03/2017/13,Meghalaya,West Khasi Hills,3 km NNE of Kulang,Kulang Sdaddkhar road,25.305047,91.075778,Debris,Slide,NA
491,19910,MG/EJH/83C11/2018/17,Meghalaya,East Jaintia Hills,Thuruk slide no 5,Lura-Thuruk road,25.309969,92.69525,Rock,Slide,NA
491,19911,MG/WKH/78K15/2018/4,Meghalaya,West Khasi Hills,South of Shikna,NULL,25.311336,90.969222,Debris,Slide,NA
492,19912,MEGH/EKH/78O15/2008/D-45,Meghalaya,East Khasi Hills,Pynursla-3 slide,NA,25.311778,91.917528,Rock,Slide,NA
492,19913,ME/WJH/83C03/2015/170,Meghalaya,West Jaintia Hills,NA,7km S of Jarain,25.312667,92.130417,Debris,Slide,NA
492,19914,ML/SWKH/78O07/2014/01,Meghalaya,South West Khasi Hills,Tynnai Ground crack,Tynnai Village,25.31458,91.45242,Rock,Creep,6 August 2013
492,19915,MEGH/WKH/78O07/2007/D-10,Meghalaya,West Khasi Hills,Tynnai (West) slide,NA,25.31488,91.44913,Rock cum Debris,Slide,19 July 2007
492,19916,MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,NA,25.31488,91.33367,Debris,Slide,19 July 2007
492,19917,ME/EKJ/78O15/2015/140,Meghalaya,East Khasi Hills,NA,1 km SW of Myllad village,25.315176,91.923021,Rock,Slide,19 July 2007
492,19918,MG/EJH/83C11/2018/13,Meghalaya,East Jaintia Hills,Thuruk slide no 1,Lura-Thuruk road,25.316069,92.685461,Rock,Slide,NA
492,19919,MG/EJH/83C11/2018/15,Meghalaya,East Jaintia Hills,Thuruk slide no 3,Lura-Thuruk road,25.316519,92.692311,Debris,Slide,NA
492,19920,MG/EJH/83C11/2018/16,Meghalaya,East Jaintia Hills,Thuruk slide no 4,Lura-Thuruk road,25.316519,92.692,Soil,Fall,NA
492,19921,MG/EJH/83C11/2018/14,Meghalaya,East Jaintia Hills,Thuruk slide no 2,Lura-Thuruk road,25.316589,92.687186,Soil,Slide,NA
492,19922,MG/EJH/83C11/2018/18,Meghalaya,East Jaintia Hills,Thuruk slide no 6,Lura-Thuruk road,25.318161,92.687219,Rock,Slide,NA
492,19923,MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,NA,25.31848,91.45262,Debris,Fall,19 July 2007
492,19924,ME/EKJ/78O15/2015/134,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.320833,91.9275,Rock,Slide,19 July 2007
492,19925,ME/EKJ/78O15/2015/133,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.321102,91.927514,Rock,Slide,NA
492,19926,MG/EJH/83C11/2018/19,Meghalaya,East Jaintia Hills,Tongseng slide,Tongseng agri link road,25.321975,92.504228,Soil,Slide,NA
492,19927,ME/EKJ/78O15/2015/132,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.322897,91.927752,Rock,Slide,NA
492,19928,ME/EKJ/78O15/2015/126,Meghalaya,East Khasi Hills,NA,myllad approach raod,25.324583,91.940667,Debris,Slide,NA
492,19929,ME/EKJ/78O15/2015/125,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.324806,91.942194,Debris,Slide,NA
492,19930,ME/EKJ/78O15/2015/127,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.324861,91.938389,Debris,Slide,NA
492,19931,ME/EKJ/78O15/2015/124,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.324889,91.943417,Debris,Slide,NA
492,19932,ME/EKJ/78O15/2015/128,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.325889,91.935222,Debris,Slide,NA
492,19933,MG/EKH/78O11/2017/4,Meghalaya,East Khasi Hills,NA,village approach road,25.326032,91.659568,Rock,Slide,NA
492,19934,ME/EKJ/78O15/2015/130,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.326063,91.931808,Debris,Slide,NA
492,19935,ME/EKJ/78O15/2015/131,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.326204,91.932463,Debris,Slide,NA
492,19936,ME/EKJ/78O15/2015/129,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.326694,91.933972,Debris,Slide,NA
492,19937,ME/EKJ/78O15/2015/107,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.32765,91.893414,Debris,Slide,NA
492,19938,MG/EKH/78O11/2017/15,Meghalaya,East Khasi Hills,NA,vilalge approach road,25.331209,91.67737,Rock,Slide,NA
492,19939,MG/EKH/78O11/2017/12,Meghalaya,East Khasi Hills,NA,village approach road,25.331948,91.661011,Rock,Slide,NA
492,19940,ME/EKJ/78O15/2015/143,Meghalaya,East Khasi Hills,NA,1.2 km NE of Myllad village,25.332836,91.934395,Rock,Slide,NA
492,19941,MG/EJH/83C11/2018/12,Meghalaya,East Jaintia Hills,Bomkhosngi slide,Bomkhosngi-Saipung road,25.333758,92.589778,Soil,Slide,NA
492,19942,ME/EKJ/78O15/2015/72,Meghalaya,East Khasi Hills,NA,khrang approach road,25.338631,91.777559,Rock,Slide,NA
492,19943,ME/EKJ/78O15/2015/71,Meghalaya,East Khasi Hills,NA,khrang approach road,25.338711,91.775111,Rock,Fall,NA
492,19944,MG/EJH/83C11/2018/11,Meghalaya,East Jaintia Hills,Daistong slide no 4,2 km north of Daistong,25.339339,92.584781,Rock,Fall,NA
492,19945,ME/WJH/883C03/2015/194,Meghalaya,West Jaintia Hills,NA,NA,25.341306,92.009611,Rock,Slide,NA
492,19946,MG/EJH/83C11/2018/21,Meghalaya,East Jaintia Hills,Daistong slide no 6,Daistong village,25.342269,92.58225,Debris,Slide,NA
492,19947,ME/WJH/83C03/2015/174,Meghalaya,West Jaintia Hills,NA,NA,25.343028,92.0625,Rock,Slide,NA
492,19948,MG/EJH/83C11/2018/20,Meghalaya,East Jaintia Hills,Daistong slide no 5,1 km north of Daistong village,25.343111,92.584269,Rock,Slide,NA
492,19949,ME/WJH/83C03/2015/173,Meghalaya,West Jaintia Hills,NA,2.5km NW of Mynsang,25.343528,92.069028,Rock,Slide,NA
492,19950,MG/EJH/83C11/2018/10,Meghalaya,East Jaintia Hills,Daistong slide no-3,1 km North of Daistong,25.343939,92.5849,Rock,Slide,NA
492,19951,MEG/EKH/78O15/2021/02,Meghalaya,East Khasi Hills,NA,NA,25.345,91.891,Rock,Slide,March-April 2022
492,19952,ME/EKJ/78O15/2015/106,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.34555,91.891461,Rock,Slide,NA
492,19953,MEGH/EKH/78O15/2008/D-46,Meghalaya,East Khasi Hills,Lingkardem slide,NA,25.345611,91.895,Rock,Slide,NA
492,19954,ME/WJH/883C03/2015/187,Meghalaya,West Jaintia Hills,NA,NA,25.346111,92.00675,Rock,Slide,NA
492,19955,ME/EKJ/78O15/2015/59,Meghalaya,East Khasi Hills,NA,NH-40,25.346641,91.891987,Rock,Fall,NA
492,19956,ME/WJH/883C03/2015/188,Meghalaya,West Jaintia Hills,NA,NA,25.346972,92.008278,Rock,Slide,NA
492,19957,ME/WJH/883C03/2015/190,Meghalaya,West Jaintia Hills,NA,NA,25.347353,92.010558,Rock,Slide,NA
493,19958,ME/WJH/883C03/2015/189,Meghalaya,West Jaintia Hills,NA,NA,25.347444,92.007917,Rock,Slide,NA
493,19959,ME/EKJ/78O15/2015/105,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.34815,91.892506,Rock,Fall,NA
493,19960,ME/EKJ/78O15/2015/73,Meghalaya,East Khasi Hills,NA,khrang approach road,25.348394,91.762714,Debris,Slide,NA
493,19961,ME/EKJ/78O15/2015/104,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.349742,91.893423,Rock,Fall,NA
493,19962,ME/EKJ/78O15/2015/139,Meghalaya,East Khasi Hills,NA,Approach road to Mawkhap,25.350166,91.972582,Rock,Slide,NA
493,19963,MG/EJH/83C11/2018/2,Meghalaya,East Jaintia Hills,Shnongrim slide,Shnongrim village,25.35093,92.51236,Rock,Slide,NA
