source_page,sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,elevation,slope,aspect,plan_curvature,profile_curvature,twi,spi
497,20138,MEG/WKH/78O10/2016/04,Meghalaya,West Khasi Hills,NH44E slide4,Along NH44E 2 km West of Bynther village,25.537972,91.602361,Debris,Slide,2016,1626.00,22.38,145.55,0.029209,0.004969,4.2159,11.4895
498,20139,ME/EKH/83C02/2015/164,Meghalaya,East Khasi Hills,NA,"1.5km SSW of Pepbah, NH-44",25.539611,92.001556,Rock,Slide,NA,1542.00,21.34,320.90,0.014358,0.003000,5.3671,32.7013
498,20140,ME/EKH/83C02/2015/146,Meghalaya,East Khasi Hills,NA,"1.5 km w of Pomura, NH-44",25.541611,92.0125,Debris,Slide,NA,1418.00,20.66,93.69,0.000380,-0.001170,5.9133,52.6089
498,20141,MEGH/EKH/83C02/2009/D-34,Meghalaya,East Khasi Hills,Puriang-4 slide,NH-44 (Shillong - Silchar),25.54231,92.1,Rock cum Debris,Slide,1 July 2009,1336.00,17.65,317.47,-0.001684,0.004497,5.1670,17.7528
498,20142,MEGH/EKH/83C02/2009/D-31,Meghalaya,East Khasi Hills,Puriang slide,NH-44 (Shillong - Silchar),25.54261,92.10867,Debris,Slide,1 July 2009,1138.00,15.17,77.08,-0.010746,0.003264,8.4837,355.6277
498,20143,MEGH/EKH/83C02/2009/D-35,Meghalaya,Jaintia Hills,Kongong-2 slide,NH-44 (Shillong-Silchar road),25.54261,92.09842,Debris,Slide,1 July 2009,1318.00,10.26,36.46,0.002551,0.000870,5.0382,5.0483
498,20144,MEGH/EKH/83C02/2009/D-33,Meghalaya,East Khasi Hills,Puriang-3 slide,NH-44 (Shillong - Silchar),25.54264,92.10214,Rock,Slide,1 July 2009,1332.00,6.60,117.02,-0.024489,0.000726,5.4856,3.2273
498,20145,ME/EKH/83C02/2015/151,Meghalaya,East Khasi Hills,NA,"Puriang, NH-44",25.542694,92.096472,Rock,Slide,NA,1304.00,23.06,4.23,-0.002702,-0.000105,6.1288,83.1215
498,20146,MEG/EKH/78O10/2016/09,Meghalaya,East Khasi Hills,Nongbri village Slide,1 km W of Nongbri village,25.542744,91.662067,Rock,Slide,2016,1762.00,22.83,253.26,-0.000000,0.000819,4.8867,23.4956
498,20147,ME/EKH/83C02/2015/152,Meghalaya,East Khasi Hills,NA,"Puriang, NH-44",25.542806,92.096972,Rock,Slide,NA,1308.00,24.35,329.02,-0.008613,-0.001548,5.5076,50.5137
498,20148,MEGH/EKH/83C02/2009/D-32,Meghalaya,East Khasi Hills,Puriang-2 slide,NH-44 (Shillong - Silchar),25.54328,92.10478,Rock,Fall,1 July 2009,1272.00,28.40,140.36,0.004208,-0.000125,4.6366,30.1719
498,20149,MG/WKH/78O02/2017/50,Meghalaya,West Khasi Hills,Mawkadiang,Mawkadiang Nongkaniang road,25.544028,91.215472,Debris,Slide,NA,1364.00,10.76,181.35,-0.013872,0.000063,5.6822,10.6044
498,20150,ME/EKH/83C02/2015/153,Meghalaya,East Khasi Hills,NA,NH-44,25.544506,92.102033,Rock,Slide,NA,1298.00,27.96,333.97,0.000889,0.003443,4.6550,29.6215
498,20151,MG/WKH/78O06/2017/10,Meghalaya,West Khasi Hills,Siejlieh slide no. 2,NH44E Nongstoin bypass,25.544889,91.263722,Debris,Slide,NA,1363.00,21.80,343.74,-0.015549,0.000028,6.1907,78.1244
498,20152,MG/WKH/78O06/2017/8,Meghalaya,West Khasi Hills,Pyndengrei slide No 3,NH44E Nongstoin bypass,25.544906,91.268575,Debris,Slide,NA,1379.00,26.74,346.11,0.008075,0.003572,4.0140,14.0576
498,20153,MG/WKH/78O06/2017/6,Meghalaya,West Khasi Hills,Pyndengrei slide No 1,NH44E Nongstoinbypass,25.544917,91.270722,Debris,Slide,NA,1393.00,19.32,352.66,-0.002689,-0.006440,5.4755,29.3381
498,20154,MG/WKH/78O06/2017/12,Meghalaya,West Khasi Hills,4.1 km E of Pdengshakap,Laremshiap road,25.544936,91.267672,Rock,Slide,NA,1369.00,22.35,6.88,-0.012630,-0.003266,5.8266,57.3678
498,20155,MG/WKH/78O06/2017/7,Meghalaya,West Khasi Hills,Pyndengrei slide No 2,NH44E Nongstoin bypass,25.545061,91.269778,Debris,Slide,NA,1386.00,25.28,343.47,0.001830,0.000311,4.7719,26.3527
498,20156,ME/EKH/83C02/2015/154,Meghalaya,East Khasi Hills,NA,"1 km NE of Puriang,NH-44",25.545083,92.103175,Rock,Slide,NA,1283.00,17.52,27.93,0.003282,0.002237,4.4816,8.8076
498,20157,ME/EKH/83C02/2015/155,Meghalaya,East Khasi Hills,NA,"1.7 km NE of Puriang,NH-44",25.545139,92.104778,Debris,Slide,NA,1252.00,24.02,348.40,-0.005934,0.000239,5.5230,49.7369
498,20158,MG/WKH/78O06/2017/11,Meghalaya,West Khasi Hills,Pyndengrei slide no. 4,NH44E Nongstoin bypass,25.545206,91.276144,Debris,Slide,NA,1406.00,19.18,1.48,0.007300,0.000907,5.0780,19.4047
498,20159,MG/WKH/78O06/2017/3,Meghalaya,West Khasi Hills,"Nongspung slide,","1.4 km West of Nongspung, NH44E",25.545642,91.325403,Debris,Slide,NA,1507.00,17.66,126.65,-0.003599,0.002309,6.2651,53.2828
498,20160,MG/WKH/78O02/2017/49,Meghalaya,West Khasi Hills,0.68 km NW of Mawiawban,Mawkadiang Nongkaniang road,25.545722,91.520556,Debris,Slide,NA,1674.00,1.46,241.57,-0.153037,-0.003896,10.8905,34.8245
498,20161,MG/WKH/78O06/2017/13,Meghalaya,West Khasi Hills,NH44E bypass slide,NH44E Nongstoin bypass,25.545939,91.284283,Debris,Slide,NA,1425.00,25.82,324.96,0.001001,-0.004342,5.1532,40.4965
498,20162,MG/WKH/78O02/2017/13,Meghalaya,West Khasi Hills,0.7 km NW of Mawiawban,NH44E,25.546456,91.235733,Soil,Slide,NA,1329.00,20.15,38.52,0.017851,0.001900,5.0245,20.4703
498,20163,MG/WKH/78O02/2017/14,Meghalaya,West Khasi Hills,0.76 km NW of Mawiawban,NH44E,25.546553,91.235222,Debris,Slide,NA,1324.00,23.73,20.28,-0.010287,-0.001895,5.7600,61.3174
498,20164,MG/WKH/78O06/2017/14,Meghalaya,West Khasi Hills,Pyndengrei slide no 5,NH44E Nongstoin bypass,25.547867,91.292589,Debris,Slide,NA,1485.00,10.64,351.77,-0.032921,0.004738,6.6099,26.2086
498,20165,MEG/WKH/78O10/2016/10,Meghalaya,West Khasi Hills,NA,Along NH44E near 40km mile stone,25.548089,91.647706,Debris,Slide,2016,1717.00,4.70,299.42,-0.153967,-0.003370,10.4211,227.3098
498,20166,MEG/WKH/78O10/2016/05,Meghalaya,West Khasi Hills,47 mile stone slide,Along NH44E near 47 mile stone,25.548306,91.61775,Rock,Slide,2016,1637.00,21.09,142.82,0.015453,0.002077,4.9747,21.5141
498,20167,MG/WKH/78O02/2017/37,Meghalaya,West Khasi Hills,0.9 km NN of Mawiawban,Link road from NH44E from Mawliehdein,25.549139,91.244417,Debris,Slide,NA,1348.00,15.44,164.96,0.005807,-0.001945,6.0013,30.8292
498,20168,MG/WKH/78O02/2017/38,Meghalaya,West Khasi Hills,1 km NN of Mawiawban,Link road from NH44E from Mawliehdein,25.549333,91.246583,Debris,Slide,NA,1337.00,25.44,148.17,0.001076,-0.003281,4.0714,13.2735
498,20169,MG/WKH/78O02/2017/39,Meghalaya,West Khasi Hills,1.1 km NN of Mawiawban,Link road from NH44E from Mawliehdein,25.549639,91.247472,Rock,Slide,NA,1337.00,20.59,168.30,0.011330,0.003960,4.3076,10.4804
498,20170,MG/WKH/78O02/2017/36,Meghalaya,West Khasi Hills,0.8 km NN of Mawiawban,Link road from NH44E from Mawliehdein,25.549667,91.242444,Debris,Slide,NA,1350.00,14.51,178.02,0.013923,-0.003568,6.0663,28.8881
498,20171,MEG/WKH/78O10/2016/07,Meghalaya,West Khasi Hills,NH44E slide6,Along NH44E near 0.5 km NE of Mawlong,25.549789,91.645033,Debris,Slide,2016,1699.00,18.59,3.82,-0.000399,-0.003448,5.8047,37.5251
498,20172,MG/WKH/78O06/2017/15,Meghalaya,West Khasi Hills,Pyndengrei slide no 6,NH44E Nongstoin bypass,25.549861,91.295706,Debris,Slide,NA,1483.00,10.87,117.58,0.007465,-0.003480,4.9784,5.3589
498,20173,MG/WKH/78O06/2017/21,Meghalaya,South West Khasi Hills,Nongspung natural slide,NE of Nongspung,25.549961,91.341175,Debris,Slide,NA,1564.00,21.23,64.09,-0.010708,-0.010230,5.6602,43.3586
499,20174,MG/WGH/78K06/2020/14,Meghalaya,West Garo Hills,Tura-Williamnagar road slide no 1,"SH-1, Tura-WilliamnagarRoad, Near Oragitok, Meghalaya",25.55,90.33,Debris,Slide,2019,744.00,3.91,152.65,-0.048339,-0.003192,8.0923,15.2363
499,20175,MG/WKH/78O06/2017/9,Meghalaya,West Khasi Hills,Siejlieh slide no. 1,NH44E Nongstoin bypass,25.550122,91.250286,Debris,Slide,NA,1336.00,20.69,327.73,0.018397,-0.000429,4.3023,10.5364
499,20176,MEG/WKH/78O10/2016/06,Meghalaya,West Khasi Hills,NH44E slide5,Along NH44E SW of Mawsawa village,25.5502,91.618106,Earth,Slide,2016,1660.00,17.46,94.42,0.007532,0.003105,5.1782,17.5522
