source_page,sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,elevation,slope,aspect,plan_curvature,profile_curvature,twi,spi
491,19871,MG/EKH/78O11/2017/11,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.26851,91.580418,Rock,Slide,NA,1227.00,25.39,38.42,0.007690,-0.005432,5.4622,53.0984
491,19872,ME/EKJ/78O15/2015/120,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.269949,91.875273,Debris,Slide,NA,1073.00,22.37,92.25,0.008384,-0.000247,4.9118,23.0178
491,19873,ME/EKJ/78O15/2015/121,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.27142,91.874884,Debris,Slide,NA,1074.00,19.27,86.02,-0.008458,0.000923,8.1433,420.2631
491,19874,ME/EKJ/78O15/2015/122,Meghalaya,East Khasi Hills,NA,Tangamng approach road,25.27197,91.874872,Debris,Slide,NA,1078.00,20.19,118.93,-0.006603,-0.000201,5.4299,30.8485
491,19875,MG/EKH/78O11/2017/8,Meghalaya,East Khasi Hills,NA,<Null>,25.273217,91.609962,Rock,Slide,NA,399.00,30.39,187.00,0.006100,0.003523,5.4739,81.9975
491,19876,MG/EKH/78O11/2017/16,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.27342,91.578074,Rock,Slide,NA,1287.00,32.26,30.18,0.009564,0.003519,3.7908,17.6529
491,19877,MG/EKH/78O11/2017/10,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.273477,91.577794,Rock,Slide,NA,1279.00,28.09,43.37,-0.009733,0.003567,5.9044,104.4888
491,19878,MEG/WJH/83C4/2016/127,Meghalaya,East Jaintia Hills,1.57 km SW ofUmtyra,NH44,25.274,92.373944,Debris,Slide,2016,875.00,11.23,250.99,-0.009608,0.001473,7.0268,44.4222
491,19879,ME/EKJ/78O15/2015/113,Meghalaya,East Khasi Hills,NA,Mawbeh approach road,25.277215,91.865449,Debris,Slide,NA,1153.00,16.83,293.63,-0.011790,0.003029,5.9127,33.8375
491,19880,MG/EKH/78O11/2017/3,Meghalaya,East Khasi Hills,NA,Along MawsynramLawbah,25.277934,91.575,Rock,Slide,NA,1166.00,58.68,43.48,-0.022109,-0.002880,5.3989,597.4303
491,19881,MG/WKH/78O07/2017/2,Meghalaya,South West Khasi Hills,Nongnah slide,NongnahRanikor road,25.278028,91.348931,Rock,Slide,NA,1072.00,19.30,311.14,0.060078,-0.000687,4.3800,9.7928
491,19882,MEG/WJH/83C4/2016/128,Meghalaya,East Jaintia Hills,0.65 km S of Umtyra,NH44,25.280528,92.380042,Debris,Slide,2014,912.00,18.29,298.48,0.006110,-0.000834,4.4376,9.2438
491,19883,MEG/WJH/83C4/2016/139,Meghalaya,East Jaintia Hills,2.63 km E of Umsatai,NA,25.281122,92.345397,Debris,Slide,2016,864.00,15.45,80.74,0.013203,0.004125,4.6170,7.7257
491,19884,MEG/WJH/83C4/2016/138,Meghalaya,East Jaintia Hills,2.24 km E of Umsatai,NA,25.282267,92.341433,Debris,Slide,2016,946.00,17.74,209.29,-0.014550,-0.001102,6.2625,53.6531
491,19885,MEG/EKH/78O11/2024/03,Meghalaya,East Khasi Hills,NA,NA,25.28236861,91.73874417,Debris,Slide and flow,30 May 2024 at 02:00 AM.,759.00,35.87,98.36,0.013890,-0.000584,3.6552,20.2147
491,19886,MG/EKH/78O11/2017/14,Meghalaya,East Khasi Hills,NA,<Null>,25.282485,91.57685,Rock,Slide,NA,1034.00,28.70,153.31,0.004848,0.002759,3.9332,15.3070
491,19887,ME/EKJ/78O15/2015/114,Meghalaya,East Khasi Hills,NA,Nongjiri approach road,25.282608,91.867354,Debris,Slide,NA,1155.00,19.21,17.94,-0.017110,-0.005257,5.7714,38.9665
491,19888,MG/EKH/78O11/2017/13,Meghalaya,East Khasi Hills,NA,<Null>,25.282943,91.580161,Rock,Slide,NA,970.00,30.83,143.71,-0.003374,-0.000564,8.1908,1284.8191
491,19889,MG/WKH/78O03/2017/14,Meghalaya,West Khasi Hills,1.1 km N of Nongphanwior,Phlangdiloin langpa road,25.288467,91.224269,Debris,Slide,NA,687.00,25.00,64.32,-0.015000,-0.003016,4.7867,26.0766
491,19890,MG/EKH/78O11/2017/5,Meghalaya,South West Khasi Hills,NA,<Null>,25.289055,91.533039,Rock,Slide,NA,942.00,34.75,228.38,0.011707,0.007873,5.7758,155.1786
491,19891,ME/EKJ/78O15/2015/108,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.294601,91.930853,Debris,Slide,NA,1115.00,13.51,331.06,0.001020,-0.003109,6.9542,60.4404
491,19892,MEGH/EKH/78O15/2009/D-41,Meghalaya,East Khasi Hills,Siatbakan slide,NA,25.294778,91.930833,Rock,Slide,NA,1115.00,13.51,331.06,0.001020,-0.003109,6.9542,60.4403
491,19893,MG/EKH/78O11/2017/2,Meghalaya,East Khasi Hills,NA,village approach road,25.295624,91.56964,Rock,Slide,NA,1263.00,42.69,309.14,-0.017076,0.000577,4.5102,77.3538
491,19894,MG/WKH/78O03/2017/12,Meghalaya,West Khasi Hills,2 km N of Kulang,Kulang Sdaddkhar road,25.295881,91.071747,Debris,Slide,NA,411.00,21.34,84.66,0.003529,-0.003371,6.2164,76.4572
491,19895,MEG/EKH/78O15/2022/01,Meghalaya,East Khasi Hills,NA,NA,25.296,91.932,Rock,Slide,04 April 2022,1090.00,26.76,315.53,-0.001575,0.001476,5.9614,98.6687
491,19896,MEG/WJH/83C4/2016/129,Meghalaya,East Jaintia Hills,1.38 km NNE of Umtyra,NH44,25.297628,92.387525,Debris,Slide,2016,914.00,20.11,243.08,0.013865,0.002827,4.3356,10.2340
491,19897,MEGH/EKH/78O15/2008/D-44,Meghalaya,East Khasi Hills,Pynursla-4 slide,NA,25.298806,91.923167,Rock,Slide,NA,1233.00,5.28,124.66,-0.002928,0.000267,7.0985,10.3337
491,19898,MG/EKH/78O11/2017/1,Meghalaya,East Khasi Hills,Arwa Slide,Along the way (near) to Arwa cave,25.298951,91.726475,Rock,Slide,NA,1507.00,21.74,99.33,0.003187,0.001871,4.9432,22.2952
491,19899,MG/WKH/78O07/2017/3,Meghalaya,South West Khasi Hills,Turnia Shining Secondary School slide,Ngunrao village.,25.299369,91.325575,Debris,Slide,NA,1139.00,30.52,23.23,0.004777,0.002880,4.5523,32.9590
491,19900,MG/EKH/78O11/2017/9,Meghalaya,East Khasi Hills,NA,Along the way to Arwa cave,25.299931,91.726268,Rock,Slide,NA,1524.00,27.68,117.55,0.005364,0.002891,5.5854,73.3104
491,19901,ME/EKJ/78O15/2015/123,Meghalaya,East Khasi Hills,NA,Pynter approach raod,25.300281,91.944944,Rock,Slide,NA,1136.00,21.00,137.50,0.006369,0.000944,5.3868,32.1912
491,19902,MEGH/EKH/78O11/2009/D-37,Meghalaya,East Khasi Hills,Umstew landslide,Road (Shillong-Sohra),25.300389,91.726722,Debris,Slide,29 June 2009,1519.00,23.86,129.78,-0.009664,0.000954,5.5329,49.4496
491,19903,MEGH/EKH/78O15/2008/D-42,Meghalaya,East Khasi Hills,Pynursla slide,NA,25.301167,91.929306,Rock,Slide,NA,1116.00,8.52,166.19,-0.084594,-0.000340,10.1039,548.8154
491,19904,ME/EKJ/78O15/2015/112,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.301383,91.922017,Debris,Slide,NA,1192.00,26.78,335.95,0.001182,-0.003401,5.4008,56.4319
491,19905,MEGH/EKH/78O15/2008/D-43,Meghalaya,East Khasi Hills,Pynursla-2 slide,NA,25.301444,91.9245,Rock,Slide,NA,1208.00,18.55,15.46,-0.009299,-0.005959,6.0321,46.9000
491,19906,ME/EKJ/78O15/2015/111,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.301559,91.922585,Debris,Slide,NA,1190.00,26.97,345.76,0.016095,-0.001843,4.6994,28.4488
491,19907,ME/EKJ/78O15/2015/110,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.301676,91.923138,Debris,Slide,NA,1193.00,27.92,349.79,-0.007650,-0.000573,5.7575,88.8755
491,19908,ME/EKJ/78O15/2015/109,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.302544,91.925218,Debris,Slide,NA,1184.00,13.97,337.83,0.020384,0.005035,4.7217,6.9558
491,19909,MG/WKH/78O03/2017/13,Meghalaya,West Khasi Hills,3 km NNE of Kulang,Kulang Sdaddkhar road,25.305047,91.075778,Debris,Slide,NA,292.00,32.27,114.99,-0.010336,-0.011941,6.9258,406.0183
491,19910,MG/EJH/83C11/2018/17,Meghalaya,East Jaintia Hills,Thuruk slide no 5,Lura-Thuruk road,25.309969,92.69525,Rock,Slide,NA,1157.00,15.80,101.54,0.008880,0.000765,5.2861,15.8196
491,19911,MG/WKH/78K15/2018/4,Meghalaya,West Khasi Hills,South of Shikna,NULL,25.311336,90.969222,Debris,Slide,NA,382.00,14.46,41.21,0.017439,0.001513,5.3788,14.4197
492,19912,MEGH/EKH/78O15/2008/D-45,Meghalaya,East Khasi Hills,Pynursla-3 slide,NA,25.311778,91.917528,Rock,Slide,NA,1161.00,12.00,128.88,-0.026799,-0.007394,9.1833,439.6366
492,19913,ME/WJH/83C03/2015/170,Meghalaya,West Jaintia Hills,NA,7km S of Jarain,25.312667,92.130417,Debris,Slide,NA,1142.00,8.35,282.73,0.005935,-0.002309,7.1958,28.7061
492,19914,ML/SWKH/78O07/2014/01,Meghalaya,South West Khasi Hills,Tynnai Ground crack,Tynnai Village,25.31458,91.45242,Rock,Creep,6 August 2013,1308.00,45.19,91.61,0.002407,-0.003701,4.0171,56.2722
492,19915,MEGH/WKH/78O07/2007/D-10,Meghalaya,West Khasi Hills,Tynnai (West) slide,NA,25.31488,91.44913,Rock cum Debris,Slide,19 July 2007,1378.00,24.86,208.22,-0.007267,0.001734,4.7929,25.9047
492,19916,MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,NA,25.31488,91.33367,Debris,Slide,19 July 2007,1141.00,42.73,221.55,-0.003361,-0.003101,5.2017,154.9140
492,19917,ME/EKJ/78O15/2015/140,Meghalaya,East Khasi Hills,NA,1 km SW of Myllad village,25.315176,91.923021,Rock,Slide,19 July 2007,1031.00,34.69,126.14,-0.000254,0.003915,4.3915,38.6982
492,19918,MG/EJH/83C11/2018/13,Meghalaya,East Jaintia Hills,Thuruk slide no 1,Lura-Thuruk road,25.316069,92.685461,Rock,Slide,NA,906.00,13.34,121.91,-0.000136,-0.008541,7.3349,86.1446
492,19919,MG/EJH/83C11/2018/15,Meghalaya,East Jaintia Hills,Thuruk slide no 3,Lura-Thuruk road,25.316519,92.692311,Debris,Slide,NA,945.00,28.09,318.56,-0.011576,-0.000151,6.3561,164.1373
492,19920,MG/EJH/83C11/2018/16,Meghalaya,East Jaintia Hills,Thuruk slide no 4,Lura-Thuruk road,25.316519,92.692,Soil,Fall,NA,938.00,26.12,343.03,-0.017691,-0.002309,8.8308,1644.5000
492,19921,MG/EJH/83C11/2018/14,Meghalaya,East Jaintia Hills,Thuruk slide no 2,Lura-Thuruk road,25.316589,92.687186,Soil,Slide,NA,915.00,24.24,320.54,-0.011467,-0.003931,5.7378,62.9347
492,19922,MG/EJH/83C11/2018/18,Meghalaya,East Jaintia Hills,Thuruk slide no 6,Lura-Thuruk road,25.318161,92.687219,Rock,Slide,NA,904.00,19.79,138.81,-0.017096,-0.008917,9.1482,1217.2621
492,19923,MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,NA,25.31848,91.45262,Debris,Fall,19 July 2007,1393.00,23.72,85.78,0.000856,-0.007163,4.8459,24.5666
492,19924,ME/EKJ/78O15/2015/134,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.320833,91.9275,Rock,Slide,19 July 2007,1099.00,21.52,93.53,0.003375,0.000801,4.9543,22.0417
492,19925,ME/EKJ/78O15/2015/133,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.321102,91.927514,Rock,Slide,NA,1099.00,23.29,94.31,-0.004781,0.002949,5.2718,36.1020
492,19926,MG/EJH/83C11/2018/19,Meghalaya,East Jaintia Hills,Tongseng slide,Tongseng agri link road,25.321975,92.504228,Soil,Slide,NA,1143.00,13.86,106.17,0.013561,0.003323,4.7297,6.8978
492,19927,ME/EKJ/78O15/2015/132,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.322897,91.927752,Rock,Slide,NA,1080.00,35.34,102.18,-0.008528,-0.002208,5.9767,198.2090
492,19928,ME/EKJ/78O15/2015/126,Meghalaya,East Khasi Hills,NA,myllad approach raod,25.324583,91.940667,Debris,Slide,NA,825.00,23.31,174.04,-0.005957,-0.002426,5.2711,36.1252
492,19929,ME/EKJ/78O15/2015/125,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.324806,91.942194,Debris,Slide,NA,834.00,26.27,182.08,0.005115,0.005305,4.7298,27.5870
492,19930,ME/EKJ/78O15/2015/127,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.324861,91.938389,Debris,Slide,NA,851.00,13.43,126.34,-0.001650,-0.002209,4.7628,6.6730
492,19931,ME/EKJ/78O15/2015/124,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.324889,91.943417,Debris,Slide,NA,835.00,16.03,149.10,-0.007978,0.001924,4.5774,8.0323
492,19932,ME/EKJ/78O15/2015/128,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.325889,91.935222,Debris,Slide,NA,952.00,21.49,63.80,0.005162,0.001355,4.2625,11.0054
492,19933,MG/EKH/78O11/2017/4,Meghalaya,East Khasi Hills,NA,village approach road,25.326032,91.659568,Rock,Slide,NA,1368.00,40.33,335.41,0.014310,-0.004233,3.4940,23.7324
492,19934,ME/EKJ/78O15/2015/130,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.326063,91.931808,Debris,Slide,NA,989.00,37.94,350.09,0.001421,0.001110,4.6779,65.3772
492,19935,ME/EKJ/78O15/2015/131,Meghalaya,East Khasi Hills,NA,Approach road to Nongsder,25.326204,91.932463,Debris,Slide,NA,996.00,32.22,351.02,-0.003397,0.004954,4.4852,35.2316
492,19936,ME/EKJ/78O15/2015/129,Meghalaya,East Khasi Hills,NA,Myllad approach raod,25.326694,91.933972,Debris,Slide,NA,971.00,24.76,2.22,0.014253,0.001437,5.2030,38.6701
492,19937,ME/EKJ/78O15/2015/107,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.32765,91.893414,Debris,Slide,NA,1449.00,17.02,285.32,0.001343,-0.002598,6.3062,51.3232
492,19938,MG/EKH/78O11/2017/15,Meghalaya,East Khasi Hills,NA,vilalge approach road,25.331209,91.67737,Rock,Slide,NA,1613.00,37.26,349.50,0.009676,0.007018,3.6040,21.2577
492,19939,MG/EKH/78O11/2017/12,Meghalaya,East Khasi Hills,NA,village approach road,25.331948,91.661011,Rock,Slide,NA,1546.00,19.55,352.04,0.002351,0.004552,5.0588,19.8500
492,19940,ME/EKJ/78O15/2015/143,Meghalaya,East Khasi Hills,NA,1.2 km NE of Myllad village,25.332836,91.934395,Rock,Slide,NA,565.00,36.39,113.60,-0.000324,-0.000355,5.2450,102.9912
492,19941,MG/EJH/83C11/2018/12,Meghalaya,East Jaintia Hills,Bomkhosngi slide,Bomkhosngi-Saipung road,25.333758,92.589778,Soil,Slide,NA,1137.00,16.33,22.43,0.013882,0.002779,4.5579,8.1893
492,19942,ME/EKJ/78O15/2015/72,Meghalaya,East Khasi Hills,NA,khrang approach road,25.338631,91.777559,Rock,Slide,NA,1416.00,39.84,3.69,-0.010602,0.000421,4.2044,46.6420
492,19943,ME/EKJ/78O15/2015/71,Meghalaya,East Khasi Hills,NA,khrang approach road,25.338711,91.775111,Rock,Fall,NA,1432.00,24.74,0.00,0.008335,0.002350,4.7982,25.7581
492,19944,MG/EJH/83C11/2018/11,Meghalaya,East Jaintia Hills,Daistong slide no 4,2 km north of Daistong,25.339339,92.584781,Rock,Fall,NA,1109.00,14.78,222.68,-0.009541,0.002064,7.7534,162.2730
492,19945,ME/WJH/883C03/2015/194,Meghalaya,West Jaintia Hills,NA,NA,25.341306,92.009611,Rock,Slide,NA,1053.00,31.82,216.75,-0.007384,-0.002400,5.7534,121.3902
492,19946,MG/EJH/83C11/2018/21,Meghalaya,East Jaintia Hills,Daistong slide no 6,Daistong village,25.342269,92.58225,Debris,Slide,NA,1069.00,22.13,326.63,-0.004811,0.000537,5.3288,34.0885
492,19947,ME/WJH/83C03/2015/174,Meghalaya,West Jaintia Hills,NA,NA,25.343028,92.0625,Rock,Slide,NA,1250.00,19.49,52.75,-0.022046,-0.003010,5.9782,49.4633
492,19948,MG/EJH/83C11/2018/20,Meghalaya,East Jaintia Hills,Daistong slide no 5,1 km north of Daistong village,25.343111,92.584269,Rock,Slide,NA,1089.00,22.21,320.55,-0.006450,-0.006581,5.8354,57.0544
492,19949,ME/WJH/83C03/2015/173,Meghalaya,West Jaintia Hills,NA,2.5km NW of Mynsang,25.343528,92.069028,Rock,Slide,NA,1235.00,11.10,14.52,0.023594,0.004195,4.9586,5.4847
492,19950,MG/EJH/83C11/2018/10,Meghalaya,East Jaintia Hills,Daistong slide no-3,1 km North of Daistong,25.343939,92.5849,Rock,Slide,NA,1090.00,22.32,311.27,0.003411,-0.000923,7.1648,218.0282
492,19951,MEG/EKH/78O15/2021/02,Meghalaya,East Khasi Hills,NA,NA,25.345,91.891,Rock,Slide,March-April 2022,1539.00,26.89,311.43,0.004017,-0.001611,5.1080,42.5119
492,19952,ME/EKJ/78O15/2015/106,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Dauki road),25.34555,91.891461,Rock,Slide,NA,1529.00,34.33,299.42,-0.004564,0.002933,5.6574,133.6076
492,19953,MEGH/EKH/78O15/2008/D-46,Meghalaya,East Khasi Hills,Lingkardem slide,NA,25.345611,91.895,Rock,Slide,NA,1577.00,4.19,172.99,0.000212,0.001022,6.6364,4.0975
492,19954,ME/WJH/883C03/2015/187,Meghalaya,West Jaintia Hills,NA,NA,25.346111,92.00675,Rock,Slide,NA,860.00,42.32,216.11,0.007407,0.005494,4.1169,50.9005
492,19955,ME/EKJ/78O15/2015/59,Meghalaya,East Khasi Hills,NA,NH-40,25.346641,91.891987,Rock,Fall,NA,1516.00,31.71,295.17,0.000152,-0.002778,5.4213,86.3218
492,19956,ME/WJH/883C03/2015/188,Meghalaya,West Jaintia Hills,NA,NA,25.346972,92.008278,Rock,Slide,NA,996.00,37.52,222.52,0.017199,-0.003522,5.3862,128.7380
492,19957,ME/WJH/883C03/2015/190,Meghalaya,West Jaintia Hills,NA,NA,25.347353,92.010558,Rock,Slide,NA,1095.00,27.83,234.42,-0.022666,-0.004107,6.6080,206.5698
493,19958,ME/WJH/883C03/2015/189,Meghalaya,West Jaintia Hills,NA,NA,25.347444,92.007917,Rock,Slide,NA,1008.00,37.08,221.52,-0.001216,-0.000541,4.7088,63.3648
493,19959,ME/EKJ/78O15/2015/105,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.34815,91.892506,Rock,Fall,NA,1522.00,25.99,293.45,0.005598,0.004435,5.9945,95.3779
493,19960,ME/EKJ/78O15/2015/73,Meghalaya,East Khasi Hills,NA,khrang approach road,25.348394,91.762714,Debris,Slide,NA,1547.00,18.57,42.77,-0.011223,0.012029,4.4211,9.3875
493,19961,ME/EKJ/78O15/2015/104,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.349742,91.893423,Rock,Fall,NA,1550.00,29.24,292.05,0.014616,0.005071,3.9103,15.6447
493,19962,ME/EKJ/78O15/2015/139,Meghalaya,East Khasi Hills,NA,Approach road to Mawkhap,25.350166,91.972582,Rock,Slide,NA,1071.00,26.15,213.76,0.021894,0.002489,4.0414,13.7227
493,19963,MG/EJH/83C11/2018/2,Meghalaya,East Jaintia Hills,Shnongrim slide,Shnongrim village,25.35093,92.51236,Rock,Slide,NA,1177.00,7.54,322.55,0.015184,0.005403,5.3521,3.6998
493,19964,ME/EKJ/78O15/2015/103,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.351304,91.89353,Debris,Slide,NA,1563.00,16.05,242.38,0.025099,0.001735,4.5758,8.0413
493,19965,MG/EJH/83C11/2018/7,Meghalaya,East Jaintia Hills,Shnongrim slide,Shnongrim-Molasngi road,25.352431,92.513478,Soil,Slide,NA,1153.00,14.49,321.45,-0.024473,-0.005030,6.6292,50.5508
493,19966,ME/EKJ/78O15/2015/74,Meghalaya,East Khasi Hills,NA,khrang approach road,25.353486,91.765544,Rock,Slide,NA,1603.00,37.50,144.75,-0.003799,-0.000229,4.9814,85.7625
493,19967,MG/EJH/83C11/2018/9,Meghalaya,East Jaintia Hills,Daistong slide,4 km North of Daistong,25.354239,92.572861,Rock,Slide,NA,994.00,11.49,151.04,0.015676,-0.000367,4.9234,5.6803
493,19968,ME/EKJ/78O15/2015/79,Meghalaya,East Khasi Hills,NA,Near Mawlat village,25.354644,91.973237,Debris,Slide,NA,1184.00,32.67,257.62,0.000609,0.001435,5.1609,71.6659
493,19969,MG/EJH/83C11/2018/3,Meghalaya,East Jaintia Hills,Daistong Slide,4 km North of Daistong village,25.35465,92.5735,Debris,Slide,NA,1001.00,11.78,171.36,0.010285,0.003334,6.6896,34.9620
493,19970,ME/EKJ/78O15/2015/75,Meghalaya,East Khasi Hills,NA,khrang approach road,25.35525,91.767889,Debris,Slide,NA,1623.00,37.31,136.62,-0.004337,-0.001323,4.7006,63.8780
493,19971,ME/WJH/883C03/2015/192,Meghalaya,West Jaintia Hills,NA,NA,25.356361,92.004972,Rock,Slide,NA,905.00,29.83,199.13,0.012003,0.002419,3.8864,16.0210
493,19972,ME/WJH/883C03/2015/191,Meghalaya,West Jaintia Hills,NA,NA,25.356461,92.006278,Rock,Slide,NA,919.00,34.45,201.42,-0.008192,0.000279,7.2333,651.8131
493,19973,MG/WKH/78O03/2017/16,Meghalaya,West Khasi Hills,7 km S of Nongthynniew,Wakhaji Mawthabah road,25.356475,91.225489,Debris,Slide,NA,1030.00,24.23,223.31,-0.006300,-0.001023,5.2273,37.7220
493,19974,MG/WKH/78O03/2017/15,Meghalaya,West Khasi Hills,6.7 km S of Nongphanwior,Wakhaji Mawthabah road,25.357472,91.229167,Debris,Slide,NA,1087.00,21.21,230.55,0.008085,0.003113,5.3752,32.5355
493,19975,ME/WJH/883C03/2015/193,Meghalaya,West Jaintia Hills,NA,NA,25.358972,92.003131,Rock,Slide,NA,973.00,35.83,213.47,-0.009901,0.000704,6.9517,544.7218
493,19976,ME/EKJ/78O15/2015/80,Meghalaya,East Khasi Hills,NA,Near Mawlat village,25.358977,91.973477,Debris,Slide,NA,1182.00,27.89,341.27,-0.004602,-0.000485,6.0458,118.3198
493,19977,MG/WKH/78O03/2017/7,Meghalaya,West Khasi Hills,1.7 km W of Porkhadoh,Maweit Shallang B road,25.359281,91.035939,Debris,Slide,2017,535.00,6.50,41.86,-0.057006,-0.001960,6.8882,12.7388
493,19978,MEGH/EKH/78O15/2008/D-48,Meghalaya,East Khasi Hills,Ryngnga-2 slide,NA,25.359306,91.885111,Rock,Slide,NA,1472.00,35.54,174.97,0.010982,0.001041,4.7653,59.8708
493,19979,ME/EKJ/78O15/2015/81,Meghalaya,East Khasi Hills,NA,Near Mawlat village,25.359331,91.974469,Debris,Slide,NA,1167.00,32.69,328.95,-0.021270,-0.004829,6.4818,268.9771
493,19980,MEGH/EKH/78O15/2008/D-47,Meghalaya,East Khasi Hills,Ryngnga slide,NA,25.359611,91.889417,Rock,Slide,NA,1560.00,25.20,332.24,0.008740,0.003135,4.0840,13.1481
493,19981,ME/EKJ/78O15/2015/100,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.359922,91.882943,Rock,Slide,NA,1518.00,36.67,182.75,-0.000454,-0.000905,4.7236,62.4230
493,19982,ME/EKJ/78O15/2015/101,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.359923,91.883122,Rock,Slide,NA,1518.00,36.67,182.75,-0.000454,-0.000905,4.7236,62.4230
493,19983,ME/EKJ/78O15/2015/99,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.359985,91.882639,Rock,Slide,NA,1518.00,39.80,185.86,-0.000530,0.003995,4.6114,69.8314
493,19984,ME/EKJ/78O15/2015/102,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.360004,91.8838,Rock,Slide,NA,1522.00,31.89,168.81,0.009675,0.009549,3.8046,17.3868
493,19985,ME/EKJ/78O15/2015/98,Meghalaya,East Khasi Hills,NA,NH-40 (Shillong-Pynursla road),25.360132,91.882043,Rock,Slide,NA,1511.00,27.66,198.41,0.023298,0.003723,3.9763,14.6430
493,19986,ME/EKJ/78O15/2015/82,Meghalaya,East Khasi Hills,NA,Near Mawlat village,25.360351,91.974979,Debris,Slide,NA,1193.00,26.71,257.94,0.008393,0.003456,4.0169,14.0601
493,19987,MG/WKH/78O03/2017/6,Meghalaya,West Khasi Hills,1.8 km W of Porkhadoh,Maweit Shallang B road,25.361056,91.034889,Debris,Slide,2017,536.00,17.74,65.36,-0.002711,0.004069,5.1630,17.8784
493,19988,ME/EKJ/78O15/2015/83,Meghalaya,East Khasi Hills,NA,Approach road to Lynyshing village,25.362972,91.976278,Debris,Slide,NA,1192.00,27.26,266.85,0.002063,-0.002711,5.0918,43.1902
493,19989,MG/EJH/83C11/2018/6,Meghalaya,East Jaintia Hills,Ngaibang slide,Ngaibang-Saipung road,25.363156,92.618839,Rock,Slide,NA,1069.00,9.16,92.87,0.020526,0.002299,5.1549,4.5057
493,19990,MEGH/EKH/78O15/2008/D-49,Meghalaya,East Khasi Hills,Ryngnga-3 slide,NA,25.364889,91.881,Rock,Slide,NA,1446.00,44.10,67.43,0.011095,0.011104,3.3616,27.0736
493,19991,MG/EJH/83C11/2018/8,Meghalaya,East Jaintia Hills,Molasngi slide,1 km West of Molasngi,25.36565,92.5314,Soil,Slide,NA,1022.00,12.89,152.02,-0.010916,-0.003183,7.2026,70.3430
493,19992,MEGH/EKH/78O15/2008/D-50,Meghalaya,East Khasi Hills,Ryngnga-4 slide,NA,25.36925,91.879611,Rock,Slide,NA,1354.00,41.31,111.31,-0.000556,0.004207,4.1524,49.1072
493,19993,MEGH/EKH/78O15/2008/D-51,Meghalaya,East Khasi Hills,Ryngnga-6 slide,NA,25.372139,91.879889,Rock,Slide,NA,1437.00,33.13,72.33,-0.003460,-0.002297,5.8362,145.8806
493,19994,MG/SWKH/78K15/2018/3,Meghalaya,South West Khasi Hills,North of Khalu B,NULL,25.374072,90.8146,Soil,Slide,NA,213.00,22.87,274.40,-0.000509,-0.004843,5.2919,35.3541
494,19995,MEG/EJH/83C07/2024/02,Meghalaya,East Jaintia Hills,NA,NA,25.37539167,92.431275,Debris,Slide,28 May 2024 at 4:30 AM,1112.00,11.23,176.12,0.007334,-0.003126,6.8927,38.8272
494,19996,MG/EJH/83C11/2018/5,Meghalaya,East Jaintia Hills,Pdeingrynkati slide,Pdeingrynkati-Saipung road,25.375719,92.610181,Soil,Slide,NA,1035.00,17.27,67.05,-0.015857,0.001061,5.8844,34.7516
494,19997,MG/EJH/83C11/2018/4,Meghalaya,East Jaintia Hills,Pdeingrynkati slide,Pdeingrynkati-Saipung road,25.375806,92.609725,Soil,Slide,NA,1049.00,8.93,65.69,0.006911,0.004675,5.1809,4.3892
