date,status,file,size_bytes,error
2007-07-08,ALREADY_PRESENT,chirps_meg_2007.07.08.npy,7900,
2007-07-09,ALREADY_PRESENT,chirps_meg_2007.07.09.npy,7900,
2007-07-10,ALREADY_PRESENT,chirps_meg_2007.07.10.npy,7900,
2007-07-11,ALREADY_PRESENT,chirps_meg_2007.07.11.npy,7900,
2007-07-12,ALREADY_PRESENT,chirps_meg_2007.07.12.npy,7900,
2007-07-13,ALREADY_PRESENT,chirps_meg_2007.07.13.npy,7900,
2007-07-14,ALREADY_PRESENT,chirps_meg_2007.07.14.npy,7900,
2007-07-15,ALREADY_PRESENT,chirps_meg_2007.07.15.npy,7900,
2007-07-16,ALREADY_PRESENT,chirps_meg_2007.07.16.npy,7900,
2007-07-17,ALREADY_PRESENT,chirps_meg_2007.07.17.npy,7900,
2007-07-18,ALREADY_PRESENT,chirps_meg_2007.07.18.npy,7900,
2007-07-19,ALREADY_PRESENT,chirps_meg_2007.07.19.npy,7900,
2007-07-20,ALREADY_PRESENT,chirps_meg_2007.07.20.npy,7900,
2007-07-21,ALREADY_PRESENT,chirps_meg_2007.07.21.npy,7900,
2007-07-22,ALREADY_PRESENT,chirps_meg_2007.07.22.npy,7900,
2007-07-23,ALREADY_PRESENT,chirps_meg_2007.07.23.npy,7900,
2007-07-24,ALREADY_PRESENT,chirps_meg_2007.07.24.npy,7900,
2007-07-25,ALREADY_PRESENT,chirps_meg_2007.07.25.npy,7900,
2007-07-26,ALREADY_PRESENT,chirps_meg_2007.07.26.npy,7900,
2007-07-27,ALREADY_PRESENT,chirps_meg_2007.07.27.npy,7900,
2007-07-28,ALREADY_PRESENT,chirps_meg_2007.07.28.npy,7900,
2007-07-29,ALREADY_PRESENT,chirps_meg_2007.07.29.npy,7900,
2007-07-30,ALREADY_PRESENT,chirps_meg_2007.07.30.npy,7900,
2007-07-31,ALREADY_PRESENT,chirps_meg_2007.07.31.npy,7900,
2007-08-01,ALREADY_PRESENT,chirps_meg_2007.08.01.npy,7900,
2007-08-02,ALREADY_PRESENT,chirps_meg_2007.08.02.npy,7900,
2007-08-03,ALREADY_PRESENT,chirps_meg_2007.08.03.npy,7900,
2007-08-04,ALREADY_PRESENT,chirps_meg_2007.08.04.npy,7900,
2007-08-05,ALREADY_PRESENT,chirps_meg_2007.08.05.npy,7900,
2007-08-06,ALREADY_PRESENT,chirps_meg_2007.08.06.npy,7900,
2007-08-07,ALREADY_PRESENT,chirps_meg_2007.08.07.npy,7900,
2007-08-08,ALREADY_PRESENT,chirps_meg_2007.08.08.npy,7900,
2007-08-09,ALREADY_PRESENT,chirps_meg_2007.08.09.npy,7900,
2007-08-10,ALREADY_PRESENT,chirps_meg_2007.08.10.npy,7900,
2007-08-11,ALREADY_PRESENT,chirps_meg_2007.08.11.npy,7900,
2007-08-12,ALREADY_PRESENT,chirps_meg_2007.08.12.npy,7900,
2007-08-13,ALREADY_PRESENT,chirps_meg_2007.08.13.npy,7900,
2007-08-14,ALREADY_PRESENT,chirps_meg_2007.08.14.npy,7900,
2007-08-15,ALREADY_PRESENT,chirps_meg_2007.08.15.npy,7900,
2007-08-16,ALREADY_PRESENT,chirps_meg_2007.08.16.npy,7900,
2007-08-17,ALREADY_PRESENT,chirps_meg_2007.08.17.npy,7900,
2007-08-18,ALREADY_PRESENT,chirps_meg_2007.08.18.npy,7900,
2007-08-19,ALREADY_PRESENT,chirps_meg_2007.08.19.npy,7900,
2007-08-20,ALREADY_PRESENT,chirps_meg_2007.08.20.npy,7900,
2007-08-21,ALREADY_PRESENT,chirps_meg_2007.08.21.npy,7900,
2007-08-22,ALREADY_PRESENT,chirps_meg_2007.08.22.npy,7900,
2007-08-23,ALREADY_PRESENT,chirps_meg_2007.08.23.npy,7900,
2007-08-24,ALREADY_PRESENT,chirps_meg_2007.08.24.npy,7900,
2007-08-25,ALREADY_PRESENT,chirps_meg_2007.08.25.npy,7900,
2007-08-26,ALREADY_PRESENT,chirps_meg_2007.08.26.npy,7900,
2007-08-27,ALREADY_PRESENT,chirps_meg_2007.08.27.npy,7900,
2007-08-28,ALREADY_PRESENT,chirps_meg_2007.08.28.npy,7900,
2007-08-29,ALREADY_PRESENT,chirps_meg_2007.08.29.npy,7900,
2007-08-30,ALREADY_PRESENT,chirps_meg_2007.08.30.npy,7900,
2007-08-31,ALREADY_PRESENT,chirps_meg_2007.08.31.npy,7900,
2007-09-01,ALREADY_PRESENT,chirps_meg_2007.09.01.npy,7900,
2007-09-02,ALREADY_PRESENT,chirps_meg_2007.09.02.npy,7900,
2007-09-03,ALREADY_PRESENT,chirps_meg_2007.09.03.npy,7900,
2007-09-04,ALREADY_PRESENT,chirps_meg_2007.09.04.npy,7900,
2007-09-05,ALREADY_PRESENT,chirps_meg_2007.09.05.npy,7900,
2007-09-06,ALREADY_PRESENT,chirps_meg_2007.09.06.npy,7900,
2007-09-07,ALREADY_PRESENT,chirps_meg_2007.09.07.npy,7900,
2007-09-08,ALREADY_PRESENT,chirps_meg_2007.09.08.npy,7900,
2007-09-09,ALREADY_PRESENT,chirps_meg_2007.09.09.npy,7900,
2007-09-10,ALREADY_PRESENT,chirps_meg_2007.09.10.npy,7900,
2007-09-11,ALREADY_PRESENT,chirps_meg_2007.09.11.npy,7900,
2007-09-12,ALREADY_PRESENT,chirps_meg_2007.09.12.npy,7900,
2007-09-13,ALREADY_PRESENT,chirps_meg_2007.09.13.npy,7900,
2007-09-14,ALREADY_PRESENT,chirps_meg_2007.09.14.npy,7900,
2007-09-15,ALREADY_PRESENT,chirps_meg_2007.09.15.npy,7900,
2007-09-16,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.16.npy,7900,
2007-09-17,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.17.npy,7900,
2007-09-18,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.18.npy,7900,
2007-09-19,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.19.npy,7900,
2007-09-20,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.20.npy,7900,
2007-09-21,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.21.npy,7900,
2007-09-22,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.22.npy,7900,
2007-09-23,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.23.npy,7900,
2007-09-24,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.24.npy,7900,
2007-09-25,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.25.npy,7900,
2007-09-26,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.26.npy,7900,
2007-09-27,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.27.npy,7900,
2007-09-28,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.28.npy,7900,
2007-09-29,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.29.npy,7900,
2007-09-30,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.09.30.npy,7900,
2007-10-01,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.01.npy,7900,
2007-10-02,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.02.npy,7900,
2007-10-03,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.03.npy,7900,
2007-10-04,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.04.npy,7900,
2007-10-05,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.05.npy,7900,
2007-10-06,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.06.npy,7900,
2007-10-07,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.07.npy,7900,
2007-10-08,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.08.npy,7900,
2007-10-09,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.09.npy,7900,
2007-10-10,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.10.npy,7900,
2007-10-11,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.11.npy,7900,
2007-10-12,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.12.npy,7900,
2007-10-13,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.13.npy,7900,
2007-10-14,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.14.npy,7900,
2007-10-15,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.15.npy,7900,
2007-10-16,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.16.npy,7900,
2007-10-17,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.17.npy,7900,
2007-10-18,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.18.npy,7900,
2007-10-19,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.19.npy,7900,
2007-10-20,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.20.npy,7900,
2007-10-21,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.21.npy,7900,
2007-10-22,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.22.npy,7900,
2007-10-23,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.23.npy,7900,
2007-10-24,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.24.npy,7900,
2007-10-25,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.25.npy,7900,
2007-10-26,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.26.npy,7900,
2007-10-27,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.27.npy,7900,
2007-10-28,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.28.npy,7900,
2007-10-29,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.29.npy,7900,
2007-10-30,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.30.npy,7900,
2007-10-31,DOWNLOADED_AND_VERIFIED,chirps_meg_2007.10.31.npy,7900,
2008-03-01,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.01.npy,7900,
2008-03-02,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.02.npy,7900,
2008-03-03,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.03.npy,7900,
2008-03-04,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.04.npy,7900,
2008-03-05,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.05.npy,7900,
2008-03-06,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.06.npy,7900,
2008-03-07,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.07.npy,7900,
2008-03-08,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.08.npy,7900,
2008-03-09,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.09.npy,7900,
2008-03-10,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.10.npy,7900,
2008-03-11,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.11.npy,7900,
2008-03-12,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.12.npy,7900,
2008-03-13,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.13.npy,7900,
2008-03-14,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.14.npy,7900,
2008-03-15,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.15.npy,7900,
2008-03-16,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.16.npy,7900,
2008-03-17,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.17.npy,7900,
2008-03-18,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.18.npy,7900,
2008-03-19,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.19.npy,7900,
2008-03-20,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.20.npy,7900,
2008-03-21,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.21.npy,7900,
2008-03-22,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.22.npy,7900,
2008-03-23,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.23.npy,7900,
2008-03-24,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.24.npy,7900,
2008-03-25,DOWNLOADED_AND_VERIFIED,chirps_meg_2008.03.25.npy,7900,
