source_page,sl_no,slide_no,latitude,longitude,slide_name,duplicate_reason
501,20290,MEG/EKH/78O14/2020-21/1,25.62,91.88272222,NA,Slide_No MEG/EKH/78O14/2020-21/1 appears 2 times in inventory
502,20332,MEG/EKH/78O10/2021/03,25.64906111,91.89733611,NA,Slide_No MEG/EKH/78O10/2021/03 appears 2 times in inventory
502,20333,MEG/EKH/78O14/2021/02,25.64908889,91.899,NA,Slide_No MEG/EKH/78O14/2021/02 appears 2 times in inventory
503,20339,MEG/EKH/78O14/2021/01,25.65060556,91.89945278,NA,Slide_No MEG/EKH/78O14/2021/01 appears 2 times in inventory
509,20552,MEG/EKH/78O14/2020-21/1,25.62,91.88272222,Mawiong Umjapung,Slide_No MEG/EKH/78O14/2020-21/1 appears 2 times in inventory
509,20567,MEG/EKH/78O14/2021/01,25.65060556,91.89945278,NH-40(650 m from Umiam viewpoint towards Guwahati),Slide_No MEG/EKH/78O14/2021/01 appears 2 times in inventory
509,20568,MEG/EKH/78O14/2021/02,25.64908889,91.899,NH-40,Slide_No MEG/EKH/78O14/2021/02 appears 2 times in inventory
509,20569,MEG/EKH/78O10/2021/03,25.64906111,91.89733611,NH-40,Slide_No MEG/EKH/78O10/2021/03 appears 2 times in inventory
552,21933,MZ/AZL/84A10/2016/01,23.608306,92.850583,Tlungvel slide,Slide_No MZ/AZL/84A10/2016/01 appears 2 times in inventory
552,21938,MZ/AZL/84A10/2016/02,23.613722,92.851889,Tlungvel Presbyterian church slide,Slide_No MZ/AZL/84A10/2016/02 appears 2 times in inventory
558,22070,MIZ/AZL/84A/10/2021/01,23.70166667,92.71944444,N/A,Slide_No MIZ/AZL/84A/10/2021/01 appears 2 times in inventory
577,22704,MZ/AZL/84A10/2024/004,23.74066667,92.69336111,NA,Slide_No MZ/AZL/84A10/2024/004 appears 2 times in inventory
578,22764,MZ/AZL/84A10/2024/004,23.62,92.72472222,NA,Slide_No MZ/AZL/84A10/2024/004 appears 2 times in inventory
598,23727,MIZ/AZL/84A11/2025/015,23.469247,92.744068,NA,Slide_No MIZ/AZL/84A11/2025/015 appears 2 times in inventory
598,23739,MIZ/SER/84A12/2025/027,23.239077,92.745631,NA,Slide_No MIZ/SER/84A12/2025/027 appears 2 times in inventory
598,23740,MIZ/SER/84A12/2025/028,23.239137,92.744468,NA,Slide_No MIZ/SER/84A12/2025/028 appears 2 times in inventory
598,23741,MIZ/SER/84A12/2025/029,23.239797,92.744214,NA,Slide_No MIZ/SER/84A12/2025/029 appears 2 times in inventory
604,23967,MIZ/AZL/84A/10/2021/01,23.70166667,92.71944444,Ngaizel Ophel Tyres Rockslide,Slide_No MIZ/AZL/84A/10/2021/01 appears 2 times in inventory
604,23979,MZ/AZL/84A10/2016/01,23.60830556,92.85058333,Tlungvel slide,Slide_No MZ/AZL/84A10/2016/01 appears 2 times in inventory
604,23980,MZ/AZL/84A10/2016/02,23.61372222,92.85188889,Tlungvel Presbyterian church slide,Slide_No MZ/AZL/84A10/2016/02 appears 2 times in inventory
604,23987,MIZ/AZL/84A11/2025/015,23.4672,92.7193,NA,Slide_No MIZ/AZL/84A11/2025/015 appears 2 times in inventory
605,23999,MIZ/SER/84A12/2025/027,23.239287,92.74818,NA,Slide_No MIZ/SER/84A12/2025/027 appears 2 times in inventory
605,24000,MIZ/SER/84A12/2025/028,23.237356,92.744978,NA,Slide_No MIZ/SER/84A12/2025/028 appears 2 times in inventory
605,24001,MIZ/SER/84A12/2025/029,23.233349,92.744075,NA,Slide_No MIZ/SER/84A12/2025/029 appears 2 times in inventory
611,24149,NAG/PER/83G11/2017/0142,25.275028,93.616306,NA,Slide_No NAG/PER/83G11/2017/0142 appears 2 times in inventory
611,24163,NAG/PER/83G11/2017/0142,25.472781,93.727319,NA,Slide_No NAG/PER/83G11/2017/0142 appears 2 times in inventory
622,24530,NL/KOH/83K02/2014/14,25.6715,94.06942,Jotsoma village science college road,Slide_No NL/KOH/83K02/2014/14 appears 2 times in inventory
623,24564,NL/KOH/83K02/2014/14,25.68044,94.07336,Jotsoma village science college road,Slide_No NL/KOH/83K02/2014/14 appears 2 times in inventory
623,24568,NAG/DIM/NIT/83G13/2019/LS1 .,25.68176111,94.06811944,#N/A,Slide_No NAG/DIM/NIT/83G13/2019/LS1 . appears 2 times in inventory
628,24790,NL/DMP/NH-29/2021/01,25.78180556,93.80180556,Chumukedima-Ghaspani slide,Slide_No NL/DMP/NH-29/2021/01 appears 2 times in inventory
638,25211,NL/WKH/83J04/2021/01,26.10694722,94.25328889,E-Khel slide,Slide_No NL/WKH/83J04/2021/01 appears 2 times in inventory
657,25959,NAG/DIM/NIT/83G13/2019/LS1 .,25.68176111,94.06811944,NIT Campus landslide,Slide_No NAG/DIM/NIT/83G13/2019/LS1 . appears 2 times in inventory
657,25962,NL/DMP/NH-29/2021/01,25.78180556,93.80180556,Chumukedima-Ghaspani slide,Exact duplicate of record Sl.No 24790 on page 628
657,25963,NL/WKH/83J04/2021/01,26.10694722,94.25328889,"‘E’-Khel Slide, Wokha village",Slide_No NL/WKH/83J04/2021/01 appears 2 times in inventory
657,25968,NAG/KOM/83K/2/2017/01,25.68866667,94.09733333,"Perciezie Colony, near High School Junction, Kohima town",Slide_No NAG/KOM/83K/2/2017/01 appears 2 times in inventory
657,25969,NAG/KOM/83K/2/2017/01,26.00197222,94.18366667,"NH-29, Near Kiruphema-Peducha village",Slide_No NAG/KOM/83K/2/2017/01 appears 2 times in inventory
672,26716,State: Sikkim/district: East District/toposheet: 78A/11/year: 2018/serial no.,27.31583333,88.60666667,"Upper Syari, Deorali, Gangtok",Slide_No State: Sikkim/district: East District/toposheet: 78A/11/year: 2018/serial no. appears 2 times in inventory
672,26717,State: Sikkim/district: East District/toposheet: 78A/11/year: 2018/serial no.,27.37027778,88.67361111,1st BN Sikkim Scouts and the road stretch (JNM axis) ahead of MS-8,Slide_No State: Sikkim/district: East District/toposheet: 78A/11/year: 2018/serial no. appears 2 times in inventory
672,26719,Sikkim/ East District/ 78A/11/2019/,27.28081944,88.57090278,Chubba Khola,Slide_No Sikkim/ East District/ 78A/11/2019/ appears 3 times in inventory
672,26720,Sikkim/ East District/ 78A/11/2019/,27.25941667,88.55038889,Martam,Slide_No Sikkim/ East District/ 78A/11/2019/ appears 3 times in inventory
673,26723,Sikkim/ East District/ 78A/11/2019/,27.27352778,88.57783333,Tumlabung,Slide_No Sikkim/ East District/ 78A/11/2019/ appears 3 times in inventory
674,26782,SKM/Gangtok/78A11/2022,27.2535,88.54141667,14th Mile,Slide_No SKM/Gangtok/78A11/2022 appears 2 times in inventory
675,26787,SKM/Gangtok/78A11/2022,27.32633333,88.59544444,Lumsay Slide,Slide_No SKM/Gangtok/78A11/2022 appears 2 times in inventory
706,27888,Tamil Nadu/Dindigul/58F/12/2014/04.,11.23952778,77.50566667,Srinivasapuram colony/Slide 04,Slide_No Tamil Nadu/Dindigul/58F/12/2014/04. appears 2 times in inventory
706,27889,Tamil Nadu/Dindigul/58F/12/2014/04.,11.24402778,77.50066667,Govt. School/Slide 05,Slide_No Tamil Nadu/Dindigul/58F/12/2014/04. appears 2 times in inventory
755,29723,WB/DARJ/78A04/0261,27.071,88.201,NA,Slide_No WB/DARJ/78A04/0261 appears 2 times in inventory
763,29949,WB/DARJ/78A04/1980/0246,27.094,88.102,NA,Slide_No WB/DARJ/78A04/1980/0246 appears 2 times in inventory
763,29950,WB/DARJ/78A04/1980/0246,27.094,88.102,NA,Exact duplicate of record Sl.No 29949 on page 763
767,30067,WB/DARJ/78A04/0261,27.101,88.231,NA,Slide_No WB/DARJ/78A04/0261 appears 2 times in inventory
775,30314,NULL,27.09095539,88.10041224,NULL,Slide_No NULL appears 4 times in inventory
775,30320,NULL,27.08180557,88.09218644,NULL,Slide_No NULL appears 4 times in inventory
775,30328,NULL,27.00178378,88.16582292,NULL,Slide_No NULL appears 4 times in inventory
776,30344,NULL,27.06714753,88.18512918,NULL,Slide_No NULL appears 4 times in inventory
777,30379,WB/ Darjeeling /78A/04/2025/2,27.105933,88.217583,WB/ Darjeeling /78A/04/2025/2,Slide_No WB/ Darjeeling /78A/04/2025/2 appears 2 times in inventory
777,30381,WB/ Darjeeling /78A/04/2025/4,27.010117,88.200912,Near Lepcha Jagat village,Slide_No WB/ Darjeeling /78A/04/2025/4 appears 2 times in inventory
777,30382,WB/ Darjeeling /78A/04/2025/5,27.010752,88.183783,Near Lepcha Jagat tourist park,Slide_No WB/ Darjeeling /78A/04/2025/5 appears 2 times in inventory
778,30384,WB/ Darjeeling /78A/04/2025/8,26.99023,88.13027,NA,Slide_No WB/ Darjeeling /78A/04/2025/8 appears 2 times in inventory
778,30400,WB/ Darjeeling /78A/04/2025/2,27.08052778,88.09625,NA,Slide_No WB/ Darjeeling /78A/04/2025/2 appears 2 times in inventory
778,30402,WB/ Darjeeling /78A/04/2025/4,27.07670833,88.09208333,NA,Slide_No WB/ Darjeeling /78A/04/2025/4 appears 2 times in inventory
778,30403,WB/ Darjeeling /78A/04/2025/5,27.07283333,88.09147222,NA,Slide_No WB/ Darjeeling /78A/04/2025/5 appears 2 times in inventory
778,30406,WB/ Darjeeling /78A/04/2025/8,27.00483333,88.11677778,NA,Slide_No WB/ Darjeeling /78A/04/2025/8 appears 2 times in inventory
780,30450,46,26.93788889,88.44172222,NA,Slide_No 46 appears 3 times in inventory
780,30451,47,26.99366667,88.42594444,NA,Slide_No 47 appears 3 times in inventory
780,30452,48,26.99666667,88.42730556,NA,Slide_No 48 appears 3 times in inventory
780,30453,49,26.99880556,88.43158333,NA,Slide_No 49 appears 3 times in inventory
780,30454,50,27.014,88.43597222,NA,Slide_No 50 appears 3 times in inventory
780,30455,51,27.02344444,88.43369444,NA,Slide_No 51 appears 3 times in inventory
780,30456,1,26.80380556,88.29666667,NA,Slide_No 1 appears 8 times in inventory
780,30457,2,26.82972222,88.23338889,NA,Slide_No 2 appears 5 times in inventory
780,30458,3,26.846,88.22416667,NA,Slide_No 3 appears 5 times in inventory
780,30459,4,26.84672222,88.22425,NA,Slide_No 4 appears 4 times in inventory
780,30460,5,26.84783333,88.22425,NA,Slide_No 5 appears 4 times in inventory
780,30461,6,26.84736111,88.22436111,NA,Slide_No 6 appears 4 times in inventory
780,30462,7,26.84972222,88.21802778,NA,Slide_No 7 appears 4 times in inventory
780,30463,8,26.848,88.19030556,NA,Slide_No 8 appears 4 times in inventory
780,30464,9,26.84755556,88.19166667,NA,Slide_No 9 appears 3 times in inventory
780,30465,10,26.84677778,88.19027778,NA,Slide_No 10 appears 3 times in inventory
780,30466,11,26.84552778,88.19072222,NA,Slide_No 11 appears 3 times in inventory
780,30467,12,26.84541667,88.19186111,NA,Slide_No 12 appears 3 times in inventory
780,30468,13,26.85033333,88.19208333,NA,Slide_No 13 appears 3 times in inventory
780,30469,14,26.85002778,88.19233333,NA,Slide_No 14 appears 3 times in inventory
780,30470,15,26.84936111,88.19258333,NA,Slide_No 15 appears 3 times in inventory
780,30471,16,26.83811111,88.20297222,NA,Slide_No 16 appears 3 times in inventory
780,30472,17,26.83736111,88.20333333,NA,Slide_No 17 appears 3 times in inventory
780,30473,18,26.88819444,88.20216667,NA,Slide_No 18 appears 3 times in inventory
780,30474,19,26.88702778,88.20094444,NA,Slide_No 19 appears 3 times in inventory
780,30475,20,26.88766667,88.20147222,NA,Slide_No 20 appears 3 times in inventory
780,30476,21,26.85202778,88.19341667,NA,Slide_No 21 appears 4 times in inventory
780,30477,22,26.85147222,88.19336111,NA,Slide_No 22 appears 4 times in inventory
780,30478,23,26.85191667,88.19422222,NA,Slide_No 23 appears 4 times in inventory
780,30479,24,26.85280556,88.19488889,NA,Slide_No 24 appears 4 times in inventory
780,30480,25,26.85013889,88.1935,NA,Slide_No 25 appears 4 times in inventory
780,30481,26,26.84908333,88.19411111,NA,Slide_No 26 appears 4 times in inventory
780,30482,27,26.86552778,88.19272222,NA,Slide_No 27 appears 4 times in inventory
781,30483,28,26.86380556,88.19369444,NA,Slide_No 28 appears 4 times in inventory
781,30484,29,26.863,88.19305556,NA,Slide_No 29 appears 4 times in inventory
781,30485,30,26.86111111,88.19333333,NA,Slide_No 30 appears 4 times in inventory
781,30486,31,26.86355556,88.19016667,NA,Slide_No 31 appears 3 times in inventory
781,30487,32,26.85394444,88.18755556,NA,Slide_No 32 appears 3 times in inventory
781,30488,33,26.855,88.18666667,NA,Slide_No 33 appears 3 times in inventory
781,30489,34,26.86041667,88.19658333,NA,Slide_No 34 appears 3 times in inventory
781,30490,35,26.8615,88.19652778,NA,Slide_No 35 appears 3 times in inventory
781,30491,36,26.84638889,88.20611111,NA,Slide_No 36 appears 3 times in inventory
781,30492,37,26.88936111,88.17869444,NA,Slide_No 37 appears 3 times in inventory
781,30493,38,26.89175,88.17877778,NA,Slide_No 38 appears 3 times in inventory
781,30494,39,26.88927778,88.17436111,NA,Slide_No 39 appears 3 times in inventory
781,30495,40,26.88866667,88.17422222,NA,Slide_No 40 appears 3 times in inventory
781,30496,41,26.89102778,88.19161111,NA,Slide_No 41 appears 3 times in inventory
781,30497,42,26.89102778,88.18680556,NA,Slide_No 42 appears 3 times in inventory
781,30498,43,26.88752778,88.18863889,NA,Slide_No 43 appears 3 times in inventory
781,30499,62,27.02833333,88.25675,NA,Slide_No 62 appears 3 times in inventory
781,30500,44,26.89333333,88.18527778,NA,Slide_No 44 appears 3 times in inventory
781,30501,45,26.92383333,88.14416667,NA,Slide_No 45 appears 3 times in inventory
781,30502,63,27.03702778,88.25908333,NA,Slide_No 63 appears 3 times in inventory
781,30503,52,26.87122222,88.30133333,NA,Slide_No 52 appears 3 times in inventory
781,30504,53,26.87116667,88.30177778,NA,Slide_No 53 appears 3 times in inventory
781,30505,54,26.87119444,88.30191667,NA,Slide_No 54 appears 3 times in inventory
781,30506,55,26.87069444,88.30233333,NA,Slide_No 55 appears 3 times in inventory
781,30507,56,26.8705,88.30152778,NA,Slide_No 56 appears 3 times in inventory
781,30508,57,26.86730556,88.30505556,NA,Slide_No 57 appears 3 times in inventory
781,30509,58,26.87255556,88.28508333,NA,Slide_No 58 appears 3 times in inventory
781,30510,59,26.89805556,88.28663889,NA,Slide_No 59 appears 3 times in inventory
781,30511,64,26.91275,88.25236111,NA,Slide_No 64 appears 3 times in inventory
781,30512,65,26.91172222,88.25005556,NA,Slide_No 65 appears 3 times in inventory
781,30513,66,26.9115,88.24988889,NA,Slide_No 66 appears 3 times in inventory
781,30514,67,27.01013889,88.25872222,NA,Slide_No 67 appears 3 times in inventory
781,30515,68,27.07569444,88.09188889,NA,Slide_No 68 appears 3 times in inventory
781,30516,69,27.02552778,88.09872222,NA,Slide_No 69 appears 3 times in inventory
781,30517,70,26.99144444,88.14475,NA,Slide_No 70 appears 3 times in inventory
782,30518,60,26.86497222,88.28616667,NA,Slide_No 60 appears 3 times in inventory
782,30519,61,26.85955556,88.29344444,NA,Slide_No 61 appears 3 times in inventory
782,30520,71,27.06694444,88.42713889,Near Peshoke bridge,Slide_No 71 appears 3 times in inventory
782,30521,83,27.0665,88.42833333,Teesta bazar,Slide_No 83 appears 3 times in inventory
782,30522,77,27.058,88.49836111,"6th Mile,",Slide_No 77 appears 3 times in inventory
782,30523,84,27.07258333,88.45725,"8th Mile,",Slide_No 84 appears 3 times in inventory
782,30524,76,27.08461111,88.49313889,"Chisopani,",Slide_No 76 appears 3 times in inventory
782,30525,85,27.08222222,88.48983333,"Chisopani,",Slide_No 85 appears 2 times in inventory
782,30526,81,27.07755556,88.48541667,11th Mile,Slide_No 81 appears 3 times in inventory
782,30527,86,27.06602778,88.47647222,Sadudhara,Slide_No 86 appears 2 times in inventory
782,30528,79,27.06077778,88.48063889,Bong,Slide_No 79 appears 3 times in inventory
782,30529,72,27.15925,88.63955556,Rishi,Slide_No 72 appears 3 times in inventory
782,30530,80,27.06822222,88.49666667,"Gairigaon, Bhamegaon",Slide_No 80 appears 3 times in inventory
782,30531,78,27.05058333,88.45675,Chhibo Busty,Slide_No 78 appears 3 times in inventory
782,30532,82,27.06205556,88.64861111,Kolbong/Nim busty,Slide_No 82 appears 3 times in inventory
782,30533,73,27.04344444,88.69563889,Phaperkheti,Slide_No 73 appears 3 times in inventory
782,30534,74,27.08672222,88.66413889,Trivenitol,Slide_No 74 appears 3 times in inventory
782,30535,75,27.09980556,88.08236111,KOLAKHAM,Slide_No 75 appears 3 times in inventory
782,30536,87,27.10458333,88.07066667,KOLAKHAM,Slide_No 87 appears 2 times in inventory
794,31153,UK/NAI/53O06/2017/73,29.50211,79.481801,NA,Slide_No UK/NAI/53O06/2017/73 appears 2 times in inventory
797,31294,UK/NAI/53O06/2017/73,29.540628,79.261451,NA,Slide_No UK/NAI/53O06/2017/73 appears 2 times in inventory
894,35774,1,29.55386944,79.60821667,KwarabLandslide,Slide_No 1 appears 8 times in inventory
894,35775,1,29.78191944,79.81623611,Pagna Landslide,Slide_No 1 appears 8 times in inventory
894,35776,1,30.48083,79.46833,Tangni slide L1,Slide_No 1 appears 8 times in inventory
894,35777,2,30.4861,79.4794,Patal ganga slide L2,Slide_No 2 appears 5 times in inventory
898,35889,21,29.97369444,80.05080556,Badipanyali,Slide_No 21 appears 4 times in inventory
898,35890,22,29.97369444,80.05080556,Badipanyali near school,Slide_No 22 appears 4 times in inventory
898,35891,23,30.0125,80.02977778,Litti,Slide_No 23 appears 4 times in inventory
898,35892,24,30.0125,80.02977778,Sailani,Slide_No 24 appears 4 times in inventory
898,35893,25,29.70238889,79.88188889,Khairkhet,Slide_No 25 appears 4 times in inventory
898,35894,26,29.67694444,80.27161111,Kanalichhina,Slide_No 26 appears 4 times in inventory
898,35895,27,29.87286111,80.5575,Dobat rock fall,Slide_No 27 appears 4 times in inventory
898,35896,28,29.97177778,80.6865,Pangla,Slide_No 28 appears 4 times in inventory
898,35897,29,29.96055556,80.61472222,Tawaghat,Slide_No 29 appears 4 times in inventory
898,35898,30,29.75888889,80.34944444,Askot,Slide_No 30 appears 4 times in inventory
902,35972,1,30.59222222,79.02833333,"Chandika Dhar, Near Bharasu",Slide_No 1 appears 8 times in inventory
902,35976,3,29.319882,79.351964,KN_3,Slide_No 3 appears 5 times in inventory
