source_page,sl_no,slide_no,latitude,longitude,slide_name,duplicate_reason
2,43,ASM/CHR/83H01/2020/001,24.92097,93.07306,Kanakpur Slide,Slide_No ASM/CHR/83H01/2020/001 appears 2 times in inventory
10,314,ASM/DIM/83C15/2017/07,25.443082,92.989873,Dalmia cement plant slide.,Slide_No ASM/DIM/83C15/2017/07 appears 2 times in inventory
10,335,ASM/DIM/83C15/2017/07,25.51402,92.765435,Dalmia cement plant slide.,Slide_No ASM/DIM/83C15/2017/07 appears 2 times in inventory
15,488,AS/KAM(M)/78N12/2023/01,26.1505375,91.72798139,Dhirenpara,Slide_No AS/KAM(M)/78N12/2023/01 appears 2 times in inventory
18,615,AS/K(M)/76N16/2024/01,26.19044,91.77502,Rudra Nagar Slide,Slide_No AS/K(M)/76N16/2024/01 appears 2 times in inventory
21,679,ASM/KAM/78N16/2020/001,26.146,91.756,Kahilipara Slide,Slide_No ASM/KAM/78N16/2020/001 appears 2 times in inventory
22,700,AS/K(M)/76N16/2024/01,26.19052,91.77499,Rudra Nagar Slide,Slide_No AS/K(M)/76N16/2024/01 appears 2 times in inventory
23,719,AS/KAM(M)/78N12/2023/01,26.150124,91.727915,Dhirenpara,Slide_No AS/KAM(M)/78N12/2023/01 appears 2 times in inventory
25,770,ASM/CHR/83H01/2020/001,24.92097,93.07306,Kanakpur Slide,Exact duplicate of record Sl.No 43 on page 2
25,773,ASM/KAM/78N16/2020/001,26.19330556,91.77725,Hirimbapur landslide,Slide_No ASM/KAM/78N16/2020/001 appears 2 times in inventory
26,805,ASM/DH/83C16/2023-24/001,25.117665,92.847709,Lower Boulsol slide,Slide_No ASM/DH/83C16/2023-24/001 appears 2 times in inventory
26,809,ASM/DH/83C16/2023-24/001,25.1644,92.994643,Duiring road slide,Slide_No ASM/DH/83C16/2023-24/001 appears 2 times in inventory
28,881,AR/PP/83E/12/2021/01,27.03106,93.62292,N/A,Slide_No AR/PP/83E/12/2021/01 appears 2 times in inventory
29,900,ARN/Papumpare/83E12/2020/0 1,27.08130556,93.61283333,N/A,Slide_No ARN/Papumpare/83E12/2020/0 1 appears 2 times in inventory
29,901,AR/PP/83E/12/2018/04,27.08155,93.61438,N/A,Slide_No AR/PP/83E/12/2018/04 appears 2 times in inventory
29,903,AR/83E/12/2021/03,27.083117,93.601735,N/A,Slide_No AR/83E/12/2021/03 appears 2 times in inventory
29,913,AR/83E/12/2021/2,27.09589,93.62284,N/A,Slide_No AR/83E/12/2021/2 appears 2 times in inventory
29,918,AR/83E/12/2018/06,27.10215,93.61371,N/A,Slide_No AR/83E/12/2018/06 appears 2 times in inventory
29,926,AR/83E/12/2021/05,27.10375,93.61529,N/A,Slide_No AR/83E/12/2021/05 appears 2 times in inventory
30,960,Arn/ Papum Pare /83E/12/2020/02,27.13469444,93.74347222,N/A,Slide_No Arn/ Papum Pare /83E/12/2020/02 appears 2 times in inventory
37,1208,Arn/ Papum Pare /83E/12/2020/02,27.13469444,93.74347222,Tigdo Slide,Slide_No Arn/ Papum Pare /83E/12/2020/02 appears 2 times in inventory
37,1209,ARN/Papumpare/83E12/2020/0 1,27.08130556,93.61283333,Donyi Slide,Slide_No ARN/Papumpare/83E12/2020/0 1 appears 2 times in inventory
37,1210,AR/ES/82P/8/2021/01,28.14116,95.27472,Renging,Slide_No AR/ES/82P/8/2021/01 appears 2 times in inventory
37,1211,AR/ES/82P/8/2021/02,28.14251,95.27439,Renging,Slide_No AR/ES/82P/8/2021/02 appears 2 times in inventory
37,1212,AR/PP/83E/12/2021/01,27.03106,93.62292,Chimpu-Hollongi Road,Slide_No AR/PP/83E/12/2021/01 appears 2 times in inventory
37,1213,AR/83E/12/2021/2,27.09589,93.62284,D-Sector,Slide_No AR/83E/12/2021/2 appears 2 times in inventory
37,1214,AR/83E/12/2021/03,27.083117,93.601735,Chandranagar,Slide_No AR/83E/12/2021/03 appears 2 times in inventory
37,1215,AR/PP/83E/12/2018/04,27.08155,93.61438,Donyi-Ruchi,Slide_No AR/PP/83E/12/2018/04 appears 2 times in inventory
37,1216,AR/83E/12/2021/05,27.10375,93.61529,Sanki-I,Slide_No AR/83E/12/2021/05 appears 2 times in inventory
37,1217,AR/83E/12/2018/06,27.10215,93.61371,Sanki-II,Slide_No AR/83E/12/2018/06 appears 2 times in inventory
41,1388,AR/ANJ/92A05/2014/18,27.91164,96.34269,NA,Slide_No AR/ANJ/92A05/2014/18 appears 2 times in inventory
42,1420,AR/ANJ/92A05/2014/18,27.98747,96.41133,NA,Slide_No AR/ANJ/92A05/2014/18 appears 2 times in inventory
42,1428,AR/ANJ/91D08/2014/15,28.01661,96.44172,78 km slide,Slide_No AR/ANJ/91D08/2014/15 appears 2 times in inventory
42,1429,AR/ANJ/91D08/2014/16,28.01781,96.44275,NA,Slide_No AR/ANJ/91D08/2014/16 appears 2 times in inventory
42,1443,AR/ANJ/91D08/2014/15,28.05939,96.48397,78 km slide,Slide_No AR/ANJ/91D08/2014/15 appears 2 times in inventory
42,1447,AR/ANJ/91D08/2014/16,28.06006,96.44636,NA,Slide_No AR/ANJ/91D08/2014/16 appears 2 times in inventory
44,1515,AR/ES/82P/8/2021/01,28.14116,95.27472,N/A,Slide_No AR/ES/82P/8/2021/01 appears 2 times in inventory
45,1519,AR/ES/82P/8/2021/02,28.14251,95.27439,N/A,Slide_No AR/ES/82P/8/2021/02 appears 2 times in inventory
52,1771,ARA/DIB/82P15/2024/01,28.38919722,95.92776111,N/A,Slide_No ARA/DIB/82P15/2024/01 appears 2 times in inventory
57,1941,ARA/DIB/82P15/2024/01,28.38919722,95.92776111,Abrali Slide,Slide_No ARA/DIB/82P15/2024/01 appears 2 times in inventory
59,2084,AP/VIS/65J16/2018/1,18.246003,82.997139,NA,Slide_No AP/VIS/65J16/2018/1 appears 2 times in inventory
59,2088,AP/VIS/65J15/2018/9,18.254817,82.991942,NA,Slide_No AP/VIS/65J15/2018/9 appears 2 times in inventory
60,2093,AP/VIS/65J15/2018/9,18.268203,82.997358,NA,Slide_No AP/VIS/65J15/2018/9 appears 2 times in inventory
60,2105,AP/VIS/65J16/2018/1,18.308125,82.852928,NA,Slide_No AP/VIS/65J16/2018/1 appears 2 times in inventory
102,4109,HP/SHI/53E12/2016/1,31.09796,77.63983,NA,Slide_No HP/SHI/53E12/2016/1 appears 2 times in inventory
105,4232,HP/SHI/53E12/2016/1,31.117109,77.503708,NA,Slide_No HP/SHI/53E12/2016/1 appears 2 times in inventory
123,4986,HP/BIL/53A11/2018/41,31.318553,76.535858,NA,Slide_No HP/BIL/53A11/2018/41 appears 2 times in inventory
126,5133,HP/BIL/53A11/2018/41,31.372884,76.606182,NA,Slide_No HP/BIL/53A11/2018/41 appears 2 times in inventory
133,5483,HP/BIL/53A11/2018/36,31.465745,76.708196,NA,Slide_No HP/BIL/53A11/2018/36 appears 2 times in inventory
133,5512,HP/BIL/53A11/2018/39,31.473431,76.725488,NA,Slide_No HP/BIL/53A11/2018/39 appears 2 times in inventory
134,5516,HP/BIL/53A11/2018/36,31.47428,76.70677,NA,Slide_No HP/BIL/53A11/2018/36 appears 2 times in inventory
135,5567,HP/BIL/53A11/2018/39,31.48635,76.745336,NA,Slide_No HP/BIL/53A11/2018/39 appears 2 times in inventory
141,5830,HP/KUL/53E06/2016/54,31.574,77.31,NA,Slide_No HP/KUL/53E06/2016/54 appears 2 times in inventory
147,6133,HP/KUL/53E06/2016/54,31.712599,77.251876,NA,Slide_No HP/KUL/53E06/2016/54 appears 2 times in inventory
150,6264,HP/KAN/52D08/2018/33,31.77477,76.29727,NA,Slide_No HP/KAN/52D08/2018/33 appears 2 times in inventory
152,6361,HP/KAN/52D08/2018/23,31.8084,76.37702,MANED,Slide_No HP/KAN/52D08/2018/23 appears 2 times in inventory
155,6510,HP/KAN/52D08/2018/8,31.8491,76.3448,NA,Slide_No HP/KAN/52D08/2018/8 appears 2 times in inventory
155,6513,HP/KAN/52D08/2018/27,31.84937,76.34563,NA,Slide_No HP/KAN/52D08/2018/27 appears 2 times in inventory
155,6524,HP/KAN/52D08/2018/6,31.8504,76.34558,NA,Slide_No HP/KAN/52D08/2018/6 appears 2 times in inventory
155,6525,HP/KAN/52D08/2018/31,31.85044,76.34003,NA,Slide_No HP/KAN/52D08/2018/31 appears 2 times in inventory
155,6526,HP/KAN/52D08/2018/70,31.85063,76.3399,NA,Slide_No HP/KAN/52D08/2018/70 appears 2 times in inventory
155,6530,HP/KAN/52D08/2018/32,31.85096,76.33942,NA,Slide_No HP/KAN/52D08/2018/32 appears 2 times in inventory
155,6532,HP/KAN/52D08/2018/22,31.85157,76.33873,NA,Slide_No HP/KAN/52D08/2018/22 appears 2 times in inventory
155,6545,HP/KAN/52D08/2018/7,31.85319,76.33794,NA,Slide_No HP/KAN/52D08/2018/7 appears 2 times in inventory
155,6548,HP/KAN/52D08/2018/29,31.85369,76.33789,NA,Slide_No HP/KAN/52D08/2018/29 appears 2 times in inventory
155,6550,HP/KAN/52D08/2018/30,31.853939,76.338689,NA,Slide_No HP/KAN/52D08/2018/30 appears 2 times in inventory
155,6554,HP/KAN/52D08/2018/25,31.85441,76.33808,NA,Slide_No HP/KAN/52D08/2018/25 appears 2 times in inventory
156,6564,HP/KAN/52D08/2018/34,31.85651,76.33841,NA,Slide_No HP/KAN/52D08/2018/34 appears 2 times in inventory
156,6567,HP/KAN/52D08/2018/26,31.85668,76.33912,RAJHAUN KHAS,Slide_No HP/KAN/52D08/2018/26 appears 2 times in inventory
156,6568,HP/KAN/52D08/2018/24,31.85683,76.33517,NA,Slide_No HP/KAN/52D08/2018/24 appears 2 times in inventory
158,6665,HP/KAN/52D08/2018/4,31.89548,76.30475,NA,Slide_No HP/KAN/52D08/2018/4 appears 2 times in inventory
158,6666,HP/KAN/52D08/2018/5,31.89548,76.30475,NA,Slide_No HP/KAN/52D08/2018/5 appears 2 times in inventory
159,6727,HP/KAN/52D08/2018/28,31.93777,76.26608,NA,Slide_No HP/KAN/52D08/2018/28 appears 2 times in inventory
167,7129,HP/KAN/52D08/2018/31,32.17397,76.30778,NA,Slide_No HP/KAN/52D08/2018/31 appears 2 times in inventory
167,7131,HP/KAN/52D08/2018/7,32.17482,76.30753,NA,Slide_No HP/KAN/52D08/2018/7 appears 2 times in inventory
168,7148,HP/KAN/52D08/2018/25,32.18242,76.40909,NA,Slide_No HP/KAN/52D08/2018/25 appears 2 times in inventory
168,7157,HP/KAN/52D08/2018/70,32.188076,76.39143,NA,Slide_No HP/KAN/52D08/2018/70 appears 2 times in inventory
168,7162,HP/KAN/52D08/2018/34,32.19309,76.38886,NA,Slide_No HP/KAN/52D08/2018/34 appears 2 times in inventory
168,7163,HP/KAN/52D08/2018/33,32.19564,76.3786,NA,Slide_No HP/KAN/52D08/2018/33 appears 2 times in inventory
168,7170,HP/KAN/52D08/2018/5,32.20018,76.32545,NA,Slide_No HP/KAN/52D08/2018/5 appears 2 times in inventory
168,7171,HP/KAN/52D08/2018/22,32.2002,76.32652,NA,Slide_No HP/KAN/52D08/2018/22 appears 2 times in inventory
168,7177,HP/KAN/52D08/2018/4,32.20217,76.3265,NA,Slide_No HP/KAN/52D08/2018/4 appears 2 times in inventory
169,7222,HP/KAN/52D08/2018/28,32.22373,76.3402,NA,Slide_No HP/KAN/52D08/2018/28 appears 2 times in inventory
169,7223,HP/KAN/52D08/2018/29,32.22388,76.34107,NA,Slide_No HP/KAN/52D08/2018/29 appears 2 times in inventory
169,7227,HP/KAN/52D08/2018/27,32.22505,76.34125,NA,Slide_No HP/KAN/52D08/2018/27 appears 2 times in inventory
169,7231,HP/KAN/52D08/2018/26,32.22568,76.34243,RAJHAUN KHAS,Slide_No HP/KAN/52D08/2018/26 appears 2 times in inventory
170,7264,HP/KAN/52D08/2018/23,32.23052,76.3182,MANED,Slide_No HP/KAN/52D08/2018/23 appears 2 times in inventory
170,7266,HP/KAN/52D08/2018/6,32.23127,76.31015,NA,Slide_No HP/KAN/52D08/2018/6 appears 2 times in inventory
170,7272,HP/KAN/52D08/2018/32,32.23292,76.31555,NA,Slide_No HP/KAN/52D08/2018/32 appears 2 times in inventory
170,7277,HP/KAN/52D08/2018/30,32.2341,76.31753,NA,Slide_No HP/KAN/52D08/2018/30 appears 2 times in inventory
171,7298,HP/KAN/52D08/2018/24,32.24157,76.31438,NA,Slide_No HP/KAN/52D08/2018/24 appears 2 times in inventory
171,7330,HP/KAN/52D08/2018/8,32.24817,76.2886,NA,Slide_No HP/KAN/52D08/2018/8 appears 2 times in inventory
189,8136,H.P./ Lahaul & Spiti/01/2023/Lindoor,32.64816667,76.87308333,#N/A,Slide_No H.P./ Lahaul & Spiti/01/2023/Lindoor appears 2 times in inventory
189,8144,H.P./ Lahaul & Spiti/01/2023/Lindoor,32.65127778,76.87586111,#N/A,Slide_No H.P./ Lahaul & Spiti/01/2023/Lindoor appears 2 times in inventory
200,8555,H.P./SOL/53F01/2018,30.90223333,77.01810278,RD Km 84+550m Dharampur,Slide_No H.P./SOL/53F01/2018 appears 2 times in inventory
201,8569,H.P./SOL/53F01/2018,30.99683056,75.15313889,Sadupul,Slide_No H.P./SOL/53F01/2018 appears 2 times in inventory
203,8629,HP/MAN/53A14/2023/,31.70522,76.933442,Tarna Hill debris slide,Slide_No HP/MAN/53A14/2023/ appears 2 times in inventory
203,8630,HP/MAN/53A14/2023/,31.700833,76.927222,---,Slide_No HP/MAN/53A14/2023/ appears 2 times in inventory
203,8632,HP/MAN/53A13/2023/,31.704166,76.723611,Tatih debris slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
203,8634,HP/MAN/53A13/2023/,31.79333,76.76222,Banal Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
203,8635,HP/MAN/53A13/2023/,31.78944,76.75555,---,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8636,HP/MAN/53A13/2023/,31.789722,76.754722,---,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8637,HP/MAN/53A13/2023/,31.782631,76.755115,---,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8638,HP/MAN/53A13/2023/,31.78222222,76.75055556,---,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8639,HP/MAN/53A13/2023/,31.781418,76.756217,---,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8640,HP/MAN/53A13/2023/,31.78,76.77055,Didnu Debris Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8641,HP/MAN/53A13/2023/,31.78083,76.77722,Baral Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8642,HP/MAN/53A13/2023/,31.78527778,76.78305556,---,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8643,HP/MAN/53A13/2023/,31.79611,76.785,Maloh Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8644,HP/MAN/53A13/2023/,31.783611,76.7825,Langerh Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8645,HP/MAN/53A13/2023/,31.756241,76.791823,Brahma Falad Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8646,HP/MAN/53A13/2023/,31.75833,76.773055,Chanauta Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8647,HP/MAN/53A13/2023/,31.76694,76.7675,Bhadyar Slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8648,HP/MAN/53A13/2023/,31.7675,76.76527,---,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8649,HP/MAN/53A13/2023/,31.761944,76.768333,Brang slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8650,HP/MAN/53A13/2023/,31.76722,76.77583,Bhadyar slide,Slide_No HP/MAN/53A13/2023/ appears 18 times in inventory
204,8651,HP/MAN/53A15/2023/,31.480833,76.963333,Phagwaon slide,Slide_No HP/MAN/53A15/2023/ appears 2 times in inventory
204,8652,HP/MAN/53A15/2023/,31.466111,76.944166,Doldhar slide,Slide_No HP/MAN/53A15/2023/ appears 2 times in inventory
204,8661,HP/Man-kul/2024/2,31.759575,77.20756667,Banala,Slide_No HP/Man-kul/2024/2 appears 2 times in inventory
204,8663,HP/Man-kul/2024/2,31.8254,77.17297778,Jhiri,Slide_No HP/Man-kul/2024/2 appears 2 times in inventory
204,8665,HP/Man-kul/2024/6,31.99953056,77.1265,Seobagh,Slide_No HP/Man-kul/2024/6 appears 4 times in inventory
204,8666,HP/Man-kul/2024/6,31.71223611,77.31291389,15- Mile,Slide_No HP/Man-kul/2024/6 appears 4 times in inventory
204,8667,HP/Man-kul/2024/6,32.18584167,77.18534167,Kalath,Slide_No HP/Man-kul/2024/6 appears 4 times in inventory
204,8668,HP/Man-kul/2024/6,32.23295833,77.1874,Volvo Bus Stand,Slide_No HP/Man-kul/2024/6 appears 4 times in inventory
204,8670,HP/MAN/53E02/2024/,31.72176667,77.010675,Garhan Slide (Chainage 204+200),Slide_No HP/MAN/53E02/2024/ appears 3 times in inventory
205,8671,HP/MAN/53E02/2024/,31.69748889,77.03721944,Jagar Slide (Chainage 208+260),Slide_No HP/MAN/53E02/2024/ appears 3 times in inventory
205,8672,HP/MAN/53E02/2024/,31.68921944,77.04186111,Soja Slide (Chainage 209+450),Slide_No HP/MAN/53E02/2024/ appears 3 times in inventory
205,8673,HP/SOL/53B13/2023/01,30.84638889,76.99527778,Datyar Slide,Slide_No HP/SOL/53B13/2023/01 appears 4 times in inventory
205,8674,HP/SOL/53B13/2023/01,30.88666667,77.00472222,Dimple Dhaba & AAA Slide,Slide_No HP/SOL/53B13/2023/01 appears 4 times in inventory
205,8675,HP/SHI/53E04/2023/,31.09722222,77.15361111,"Tutikandi, Bangali Bagicha Landslide in Shimla Urban Slide",Slide_No HP/SHI/53E04/2023/ appears 14 times in inventory
205,8676,HP/SHI/53E04/2023/,31.09527778,77.17027778,Rajvir Motors Landslide in Shimla Urban Slide,Slide_No HP/SHI/53E04/2023/ appears 14 times in inventory
205,8677,HP/SHI/53E04/2023/,31.1075,77.16305556,Comely Bank,Slide_No HP/SHI/53E04/2023/ appears 14 times in inventory
