record_type,record_id,latitude,longitude,spatial_block_id,spatial_block_name,sample_ratio_tier,min_dist_to_landslide_m,nearest_positive_sl_no,colocation_duplicate_flag
PSEUDO_ABSENCE,NEG_0049,25.312469,91.651196,3,East Khasi Block,1:1,1727.02,19933,NO
PSEUDO_ABSENCE,NEG_0050,25.667501,91.879046,4,Ri-Bhoi Block,1:1,1096.37,20538,NO
PSEUDO_ABSENCE,NEG_0051,25.601352,91.805373,3,East Khasi Block,1:1,3297.24,20243,NO
PSEUDO_ABSENCE,NEG_0052,25.326520,91.740996,3,East Khasi Block,1:1,3240.58,19902,NO
PSEUDO_ABSENCE,NEG_0053,25.850239,90.527087,1,Garo Hills Block,1:1,10993.21,20415,NO
PSEUDO_ABSENCE,NEG_0054,26.043826,89.815142,1,Garo Hills Block,1:1,53833.35,20254,NO
PSEUDO_ABSENCE,NEG_0055,25.118745,91.766169,3,East Khasi Block,1:1,7751.51,19722,NO
PSEUDO_ABSENCE,NEG_0056,25.828957,92.486934,4,Ri-Bhoi Block,1:1,24371.41,20271,NO
PSEUDO_ABSENCE,NEG_0057,25.608568,91.270773,2,West Khasi Block,1:1,3986.98,20282,NO
PSEUDO_ABSENCE,NEG_0058,25.554097,92.047496,5,Jaintia Hills Block,1:1,2471.87,20223,NO
PSEUDO_ABSENCE,NEG_0059,25.983483,92.089860,4,Ri-Bhoi Block,1:1,3246.15,20465,NO
PSEUDO_ABSENCE,NEG_0060,25.197596,91.281670,2,West Khasi Block,1:1,4811.12,19737,NO
PSEUDO_ABSENCE,NEG_0061,25.118113,91.788210,3,East Khasi Block,1:1,8257.79,19722,NO
PSEUDO_ABSENCE,NEG_0062,25.331561,91.597117,2,West Khasi Block,1:1,1542.24,20607,NO
PSEUDO_ABSENCE,NEG_0063,25.952407,92.141098,4,Ri-Bhoi Block,1:1,8656.21,20455,NO
PSEUDO_ABSENCE,NEG_0064,26.029175,91.512778,4,Ri-Bhoi Block,1:1,5996.44,20472,NO
PSEUDO_ABSENCE,NEG_0065,25.774984,90.420211,1,Garo Hills Block,1:1,2591.10,20415,NO
PSEUDO_ABSENCE,NEG_0066,25.057629,92.136268,5,Jaintia Hills Block,1:1,9551.14,19685,NO
PSEUDO_ABSENCE,NEG_0067,25.521434,91.531016,2,West Khasi Block,1:1,687.66,20113,NO
PSEUDO_ABSENCE,NEG_0068,25.615374,92.080954,5,Jaintia Hills Block,1:1,3517.28,20329,NO
PSEUDO_ABSENCE,NEG_0069,25.389104,90.289777,1,Garo Hills Block,1:1,14182.49,20093,NO
PSEUDO_ABSENCE,NEG_0070,25.369596,92.071939,5,Jaintia Hills Block,1:1,2913.35,19949,NO
PSEUDO_ABSENCE,NEG_0071,25.824862,91.133173,4,Ri-Bhoi Block,1:1,890.68,20421,NO
PSEUDO_ABSENCE,NEG_0072,25.623185,91.825995,3,East Khasi Block,1:1,548.54,20298,NO
PSEUDO_ABSENCE,NEG_0073,25.568567,91.872003,3,East Khasi Block,1:1,824.75,20512,NO
PSEUDO_ABSENCE,NEG_0074,25.677921,91.854181,4,Ri-Bhoi Block,1:1,3261.43,20538,NO
PSEUDO_ABSENCE,NEG_0075,25.511247,92.735563,5,Jaintia Hills Block,1:1,19636.80,19996,NO
PSEUDO_ABSENCE,NEG_0076,25.115857,91.601448,3,East Khasi Block,1:1,7590.95,19719,NO
PSEUDO_ABSENCE,NEG_0077,25.810736,91.884900,4,Ri-Bhoi Block,1:1,984.40,20496,NO
PSEUDO_ABSENCE,NEG_0078,25.260382,90.641739,1,Garo Hills Block,1:1,2379.93,19842,NO
PSEUDO_ABSENCE,NEG_0079,25.766989,90.415958,1,Garo Hills Block,1:1,3513.13,20415,NO
PSEUDO_ABSENCE,NEG_0080,25.268370,91.736742,3,East Khasi Block,1:1,1569.54,19885,NO
PSEUDO_ABSENCE,NEG_0081,25.303104,91.610491,3,East Khasi Block,1:1,3323.71,19875,NO
PSEUDO_ABSENCE,NEG_0082,25.971247,91.548615,4,Ri-Bhoi Block,1:1,1227.82,20459,NO
PSEUDO_ABSENCE,NEG_0083,25.069240,92.074267,5,Jaintia Hills Block,1:1,10689.99,19685,NO
PSEUDO_ABSENCE,NEG_0084,25.667437,90.806189,1,Garo Hills Block,1:1,3548.58,20309,NO
PSEUDO_ABSENCE,NEG_0085,25.556356,91.858221,3,East Khasi Block,1:1,1202.36,20512,NO
PSEUDO_ABSENCE,NEG_0086,25.292908,90.647691,1,Garo Hills Block,1:1,6042.63,19842,NO
PSEUDO_ABSENCE,NEG_0087,25.149650,89.923634,1,Garo Hills Block,1:1,29229.67,20578,NO
PSEUDO_ABSENCE,NEG_0088,25.644156,91.818744,3,East Khasi Block,1:1,2222.37,20298,NO
PSEUDO_ABSENCE,NEG_0089,25.458025,91.981088,3,East Khasi Block,1:1,5851.48,20038,NO
PSEUDO_ABSENCE,NEG_0090,25.317593,91.591270,2,West Khasi Block,1:1,3195.12,20607,NO
PSEUDO_ABSENCE,NEG_0091,25.216660,92.356689,5,Jaintia Hills Block,1:1,3385.28,19729,NO
PSEUDO_ABSENCE,NEG_0092,25.772042,90.044719,1,Garo Hills Block,1:1,17674.95,20364,NO
PSEUDO_ABSENCE,NEG_0093,25.255829,90.639204,1,Garo Hills Block,1:1,1862.56,19842,NO
PSEUDO_ABSENCE,NEG_0094,25.528211,91.709673,3,East Khasi Block,1:1,2080.11,20574,NO
PSEUDO_ABSENCE,NEG_0095,25.148951,90.757898,1,Garo Hills Block,1:1,14366.78,20577,NO
PSEUDO_ABSENCE,NEG_0096,25.973291,92.150648,4,Ri-Bhoi Block,1:1,9375.89,20465,NO
PSEUDO_ABSENCE,NEG_0097,25.170244,91.714248,3,East Khasi Block,1:1,2441.82,19713,NO
PSEUDO_ABSENCE,NEG_0098,25.527162,91.281931,2,West Khasi Block,1:1,863.61,20112,NO
PSEUDO_ABSENCE,NEG_0099,25.320221,90.421765,1,Garo Hills Block,1:1,22059.97,19854,NO
PSEUDO_ABSENCE,NEG_0100,25.412123,90.081861,1,Garo Hills Block,1:1,4020.92,20578,NO
PSEUDO_ABSENCE,NEG_0101,25.065328,91.542495,2,West Khasi Block,1:1,10520.89,19704,NO
PSEUDO_ABSENCE,NEG_0102,25.238575,92.802374,5,Jaintia Hills Block,1:1,13380.77,19910,NO
PSEUDO_ABSENCE,NEG_0103,25.131677,92.002642,5,Jaintia Hills Block,1:1,6455.12,19720,NO
PSEUDO_ABSENCE,NEG_0104,25.589950,91.598268,2,West Khasi Block,1:1,3775.59,20287,NO
PSEUDO_ABSENCE,NEG_0105,25.663986,92.436041,4,Ri-Bhoi Block,1:1,6030.81,20271,NO
PSEUDO_ABSENCE,NEG_0106,25.336189,91.518659,2,West Khasi Block,1:1,5436.74,19890,NO
PSEUDO_ABSENCE,NEG_0107,25.610124,91.831629,3,East Khasi Block,1:1,1863.42,20298,NO
PSEUDO_ABSENCE,NEG_0108,25.587307,91.567736,2,West Khasi Block,1:1,6073.76,20287,NO
PSEUDO_ABSENCE,NEG_0109,25.701929,90.432376,1,Garo Hills Block,1:1,7803.37,20336,NO
PSEUDO_ABSENCE,NEG_0110,25.643909,92.556022,5,Jaintia Hills Block,1:1,8121.04,20214,NO
PSEUDO_ABSENCE,NEG_0111,26.059186,92.790266,4,Ri-Bhoi Block,1:1,9585.99,20534,NO
PSEUDO_ABSENCE,NEG_0112,25.116559,91.352398,2,West Khasi Block,1:1,8980.61,19721,NO
PSEUDO_ABSENCE,NEG_0113,25.655919,92.421239,4,Ri-Bhoi Block,1:1,5832.54,20271,NO
PSEUDO_ABSENCE,NEG_0114,25.089863,92.286002,5,Jaintia Hills Block,1:1,5035.50,19654,NO
PSEUDO_ABSENCE,NEG_0115,25.901188,92.821593,4,Ri-Bhoi Block,1:1,12139.05,20534,NO
PSEUDO_ABSENCE,NEG_0116,25.413379,91.598849,2,West Khasi Block,1:1,3844.98,20583,NO
PSEUDO_ABSENCE,NEG_0117,25.551246,91.921461,3,East Khasi Block,1:1,958.94,20565,NO
PSEUDO_ABSENCE,NEG_0118,25.066673,92.010417,5,Jaintia Hills Block,1:1,13229.23,19720,NO
PSEUDO_ABSENCE,NEG_0119,25.310369,91.694835,3,East Khasi Block,1:1,2907.14,19938,NO
PSEUDO_ABSENCE,NEG_0120,26.082871,91.031935,4,Ri-Bhoi Block,1:1,28175.92,20423,NO
PSEUDO_ABSENCE,NEG_0121,25.144249,89.824745,1,Garo Hills Block,1:1,35468.63,20578,NO
PSEUDO_ABSENCE,NEG_0122,25.098542,91.052219,2,West Khasi Block,1:1,10389.11,19727,NO
PSEUDO_ABSENCE,NEG_0123,25.113085,91.354535,2,West Khasi Block,1:1,9217.80,19721,NO
PSEUDO_ABSENCE,NEG_0124,25.538766,91.550074,2,West Khasi Block,1:1,2390.87,20113,NO
PSEUDO_ABSENCE,NEG_0125,25.287953,91.765112,3,East Khasi Block,1:1,2722.82,19885,NO
PSEUDO_ABSENCE,NEG_0126,25.035203,92.303992,5,Jaintia Hills Block,1:1,6353.17,19654,NO
PSEUDO_ABSENCE,NEG_0127,25.855116,91.386363,4,Ri-Bhoi Block,1:1,8536.72,20424,NO
PSEUDO_ABSENCE,NEG_0128,26.052200,90.358147,1,Garo Hills Block,1:1,30282.71,20415,NO
PSEUDO_ABSENCE,NEG_0129,25.079689,91.482769,2,West Khasi Block,1:1,9000.42,19708,NO
PSEUDO_ABSENCE,NEG_0130,25.257748,91.704609,3,East Khasi Block,1:1,2837.07,19837,NO
PSEUDO_ABSENCE,NEG_0131,25.901689,92.816108,4,Ri-Bhoi Block,1:1,12288.17,20534,NO
PSEUDO_ABSENCE,NEG_0132,25.215991,91.341498,2,West Khasi Block,1:1,3599.42,20547,NO
PSEUDO_ABSENCE,NEG_0133,25.194832,91.958082,3,East Khasi Block,1:1,3804.61,19819,NO
PSEUDO_ABSENCE,NEG_0134,25.223094,92.357657,5,Jaintia Hills Block,1:1,3929.20,19729,NO
PSEUDO_ABSENCE,NEG_0135,25.358541,91.444417,2,West Khasi Block,1:1,3848.94,20595,NO
PSEUDO_ABSENCE,NEG_0136,25.165175,90.911339,1,Garo Hills Block,1:1,13316.62,19727,NO
PSEUDO_ABSENCE,NEG_0137,25.451149,90.041376,1,Garo Hills Block,1:1,7960.95,20578,NO
PSEUDO_ABSENCE,NEG_0138,25.262709,91.586371,2,West Khasi Block,1:1,582.40,19866,NO
PSEUDO_ABSENCE,NEG_0139,25.634009,91.428339,2,West Khasi Block,1:1,8761.60,20244,NO
